Player,Ace Rate,num_matches
Ivo Karlovic,0.21513485426004986,37
Milos Raonic,0.1771094781550893,51
John Isner,0.17092628661276973,57
Andy Roddick,0.16579448594663976,50
Kevin Anderson,0.15193431951802977,69
Feliciano Lopez,0.14591472867232616,62
Jo-Wilfried Tsonga,0.14107794690625972,81
Ivan Ljubicic,0.13208586518158774,44
Ernests Gulbis,0.12183202672093053,40
Juan Martin del Potro,0.11565775836999322,68
Alexandr Dolgopolov,0.11214399347418497,67
Robin Soderling,0.11172504801220194,47
Viktor Troicki,0.10688682524951601,66
Andy Murray,0.10584919319192201,71
Mardy Fish,0.10463388107093412,68
Gael Monfils,0.10412344716083456,55
Nicolas Almagro,0.10071601131014508,70
Marin Cilic,0.09972559951598331,67
Ivan Dodig,0.09964109056108246,51
Roger Federer,0.09911840241753656,76
Tomas Berdych,0.09906964145047353,77
Marcos Baghdatis,0.09726388704447084,55
Michael Llodra,0.09523498139103471,39
Philipp Petzschner,0.09406772695131577,46
Robin Haase,0.0927655061773189,53
Janko Tipsarevic,0.08948508999589032,81
Xavier Malisse,0.08704155879887367,50
Philipp Kohlschreiber,0.08172049264185054,58
Dmitry Tursunov,0.08128975023055333,38
Richard Gasquet,0.0796422384933934,55
Stan Wawrinka,0.07945688280077039,56
Grigor Dimitrov,0.07880231562886374,43
Julien Benneteau,0.07553639190733766,42
Sergiy Stakhovsky,0.07493466942274642,52
Thomaz Bellucci,0.07397240090041936,50
Ryan Harrison,0.07378757666760138,33
Fernando Verdasco,0.07186118667179937,60
Denis Istomin,0.07182992777782712,34
Bernard Tomic,0.07145598989992094,31
James Blake,0.0713113834581656,35
Novak Djokovic,0.06920749016122865,79
Michael Berrer,0.06798876554109719,39
Jurgen Melzer,0.06766418972524761,45
Andreas Seppi,0.06436541648209274,49
Daniel Gimeno Traver,0.062102821352752524,34
Florian Mayer,0.06096109964326591,71
Pere Riba,0.0602324572954216,33
Victor Hanescu,0.05900837569598898,41
Gilles Simon,0.05797546609545959,66
Igor Andreev,0.05702910110559173,45
Lukasz Kubot,0.05674987787615903,34
Albert Montanes,0.054577957567159566,47
Guillermo Garcia Lopez,0.05317760569079928,49
Radek Stepanek,0.05306507481616454,55
David Nalbandian,0.05294573130245606,35
David Ferrer,0.05265072206261332,78
Andrey Golubev,0.051980764780977816,32
Blaz Kavcic,0.0519192212840525,32
Carlos Berlocq,0.051254633684215616,38
Igor Kunitsyn,0.051193948904786575,37
Santiago Giraldo,0.050740644075531034,58
Rafael Nadal,0.05037754905435239,85
Tommy Robredo,0.04984502484586262,34
Yen Hsun Lu,0.049564076749229684,33
Mikhail Kukushkin,0.04937227936543743,34
Somdev Devvarman,0.0493267084595967,44
Donald Young,0.04878692455788198,36
Michael Russell,0.04828132340695441,30
Mikhail Youzhny,0.04735568920027455,51
Adrian Mannarino,0.04699302469526827,40
Ryan Sweeting,0.04624193992537402,33
Marcel Granollers,0.045494875687237646,52
Juan Carlos Ferrero,0.04378083526645608,31
Jarkko Nieminen,0.0427327097473417,48
Teymuraz Gabashvili,0.04264800518833987,30
Alex Bogomolov Jr,0.04172696471893932,48
Potito Starace,0.04146016865526754,50
Fabio Fognini,0.03982344188557681,53
Tobias Kamke,0.03882703939136219,38
Kei Nishikori,0.03743312576754435,58
Pablo Andujar,0.03602068320179634,53
Nikolay Davydenko,0.03599972079999556,51
Juan Monaco,0.03306783894630729,59
Juan Ignacio Chela,0.029638938202209572,53
Filippo Volandri,0.022177299815545594,32
