Player,First Serve Win %,num_matches
Ivo Karlovic,0.8077084772988079,37
Roger Federer,0.7942980053044768,76
Milos Raonic,0.7892239438251039,51
Jo-Wilfried Tsonga,0.7880150055919928,81
Tomas Berdych,0.7773137256106439,77
John Isner,0.7756843624415455,57
Juan Martin del Potro,0.7729164310815186,68
Feliciano Lopez,0.7718294442478902,62
Andy Roddick,0.7691893156497978,50
Ivan Ljubicic,0.767727976490847,44
Mardy Fish,0.7652585513075486,68
Janko Tipsarevic,0.7649127976593558,81
Marin Cilic,0.7640122091001085,67
Marcos Baghdatis,0.763791886885761,55
Robin Soderling,0.7611085779608567,47
Kevin Anderson,0.7607611007880389,69
Nicolas Almagro,0.7601094179268205,70
Alexandr Dolgopolov,0.757531915973188,67
Andy Murray,0.7559506439248944,71
Philipp Petzschner,0.7528852250378445,46
James Blake,0.748570876655928,35
Novak Djokovic,0.747740596134118,79
Xavier Malisse,0.7452852278801658,50
Ernests Gulbis,0.7389738263037895,40
Michael Llodra,0.7370179035001281,39
Gael Monfils,0.7312062488151316,55
Rafael Nadal,0.7296194627673008,85
David Ferrer,0.7293207713514821,78
Richard Gasquet,0.7279423832860141,55
Viktor Troicki,0.7247346436306487,66
Philipp Kohlschreiber,0.7228274743239077,58
Julien Benneteau,0.7182729803557333,42
Stan Wawrinka,0.7164027991711777,56
Thomaz Bellucci,0.7163040894691807,50
Florian Mayer,0.7127581160893587,71
Grigor Dimitrov,0.7091079719911628,43
Radek Stepanek,0.7074836700325108,55
Tommy Robredo,0.70718973720892,34
Fernando Verdasco,0.7071777981637016,60
Robin Haase,0.7068339385808547,53
Dmitry Tursunov,0.7050116162023886,38
Ivan Dodig,0.7049675055230334,51
Michael Berrer,0.7023629459124455,39
Lukasz Kubot,0.7012661230649979,34
David Nalbandian,0.7003162634168899,35
Michael Russell,0.7000579146072549,30
Bernard Tomic,0.6999539607558828,31
Igor Andreev,0.6997717245213062,45
Sergiy Stakhovsky,0.699668234715309,52
Albert Montanes,0.6994244367434462,47
Andreas Seppi,0.6964203419710229,49
Victor Hanescu,0.695636025510683,41
Gilles Simon,0.6943262613396065,66
Mikhail Youzhny,0.693910360073601,51
Daniel Gimeno Traver,0.6918707856801233,34
Guillermo Garcia Lopez,0.6887792579184344,49
Jurgen Melzer,0.6886891338985001,45
Kei Nishikori,0.6854407743012777,58
Marcel Granollers,0.685420539051406,52
Somdev Devvarman,0.6849430308387074,44
Santiago Giraldo,0.6833036369559753,58
Yen Hsun Lu,0.6786078720701001,33
Ryan Harrison,0.6770740218161269,33
Adrian Mannarino,0.6740457287204834,40
Carlos Berlocq,0.6729576326540336,38
Donald Young,0.672816834819577,36
Juan Carlos Ferrero,0.6684223727214024,31
Alex Bogomolov Jr,0.6679760689062287,48
Jarkko Nieminen,0.666979579052269,48
Igor Kunitsyn,0.6661577028139934,37
Juan Ignacio Chela,0.6635330403108359,53
Ryan Sweeting,0.6632915275531238,33
Fabio Fognini,0.6616048881070221,53
Juan Monaco,0.6599913000381896,59
Potito Starace,0.65908978583518,50
Tobias Kamke,0.6586687725532645,38
Pere Riba,0.658158705821334,33
Blaz Kavcic,0.658124334029346,32
Andrey Golubev,0.6568831489345659,32
Nikolay Davydenko,0.6522496520208552,51
Pablo Andujar,0.6490446597419298,53
Teymuraz Gabashvili,0.6479041612665981,30
Mikhail Kukushkin,0.6453994223124847,34
Denis Istomin,0.6428553873258358,34
Filippo Volandri,0.5921244622939827,32
