Player,First Serve Win %,num_matches
Milos Raonic,0.8322761538723014,51
Sam Querrey,0.8220380448294605,46
Roger Federer,0.8140098560740427,61
John Isner,0.8138393114990691,58
Marin Cilic,0.8052645775712013,65
Kevin Anderson,0.7960068157604903,69
Nick Kyrgios,0.7892376493538711,40
Marius Copil,0.7853368088425307,40
Juan Martin del Potro,0.7722665509440704,61
Jan Lennard Struff,0.7673283689723126,48
Karen Khachanov,0.766794050554955,66
Feliciano Lopez,0.7652075700135358,43
Benoit Paire,0.7625828560308994,55
Dominic Thiem,0.7585788543618817,75
Kyle Edmund,0.7567881981688824,59
Stefanos Tsitsipas,0.7563130579642146,73
Novak Djokovic,0.755053839378141,66
Peter Gojowczyk,0.7541159693955432,48
Pablo Cuevas,0.7538088138530659,33
Alexander Zverev,0.7530860222866415,79
Denis Shapovalov,0.7530232132367283,63
Matteo Berrettini,0.7529355095255265,38
Jeremy Chardy,0.752343554928543,47
Steve Johnson,0.7517292587884469,51
Andrey Rublev,0.7508623322050978,43
Lucas Pouille,0.7488515731898681,46
Daniil Medvedev,0.7468193742645298,65
Ryan Harrison,0.7454787395619893,43
Tennys Sandgren,0.7447403173189393,36
Taylor Fritz,0.744559940282502,43
Borna Coric,0.7403086075220331,60
Pierre Hugues Herbert,0.7389952754678265,45
Jared Donaldson,0.7388251246988137,33
Grigor Dimitrov,0.7364172195898407,44
Leonardo Mayer,0.7355834484874623,47
Stan Wawrinka,0.7351744688537636,34
Andreas Seppi,0.733201817930387,47
Jack Sock,0.7295580213789753,31
Nicolas Jarry,0.7292388680021613,50
Rafael Nadal,0.7287005185819705,49
Frances Tiafoe,0.7260227638598461,55
Cameron Norrie,0.7257820858133468,37
Matthew Ebden,0.7252488703267072,41
Joao Sousa,0.7246869785185877,53
Robin Haase,0.7245317917428568,55
Aljaz Bedene,0.7223958044586783,38
Fernando Verdasco,0.7201734473082405,61
Denis Istomin,0.718699035092775,33
Richard Gasquet,0.7160356126477984,59
David Goffin,0.7158742257978145,46
Malek Jaziri,0.7136815551778052,44
Mischa Zverev,0.7133105896462371,48
Kei Nishikori,0.7128357775244054,64
Roberto Bautista Agut,0.7126826757732476,53
Guido Pella,0.7103074254060924,47
Roberto Carballes Baena,0.7094427857200076,31
Guillermo Garcia Lopez,0.7090848967100439,39
Gael Monfils,0.7083378462052727,50
Yuichi Sugita,0.7082499539367547,32
Gilles Simon,0.7076930684505961,57
Marton Fucsovics,0.7076456262439934,50
Hyeon Chung,0.7050730729900028,47
Mirza Basic,0.7041321417905118,33
John Millman,0.7027290513692741,38
Philipp Kohlschreiber,0.7020735967206164,48
Adrian Mannarino,0.7000059804929906,56
Maximilian Marterer,0.6985780122089954,41
Jiri Vesely,0.6942912879135079,34
Albert Ramos,0.6927854481070146,49
Marco Cecchinato,0.6924675443257334,46
Dusan Lajovic,0.6923164876480928,48
Alex De Minaur,0.6920749443249882,52
Diego Schwartzman,0.688277798717683,59
Fabio Fognini,0.6876668679766818,70
Nikoloz Basilashvili,0.685292618915417,57
Pablo Carreno Busta,0.6748176159543661,53
Taro Daniel,0.6683135054903989,35
Filip Krajinovic,0.6667120426279014,31
Evgeny Donskoy,0.6629023595925055,36
Radu Albot,0.6586905582882988,35
Mikhail Kukushkin,0.6584591457391735,43
Damir Dzumhur,0.6452072705639239,56
