Player,Second Serve Win %,num_matches
Roger Federer,0.5913405591297715,87
John Isner,0.5776752933204083,60
Novak Djokovic,0.5745676071926418,73
Richard Gasquet,0.5728514039859406,51
Rafael Nadal,0.5699013236389507,60
Philipp Kohlschreiber,0.5672667967726464,63
Stan Wawrinka,0.5554589049344882,59
Milos Raonic,0.5526846545258307,69
Tomas Berdych,0.5490911216405295,78
Ivo Karlovic,0.5485784408633699,64
Juan Monaco,0.5475971430983078,42
Jack Sock,0.5454626772874167,47
Jo-Wilfried Tsonga,0.5451359870094992,56
Grigor Dimitrov,0.5413237549961495,69
Tommy Robredo,0.5397136795225587,69
Kei Nishikori,0.538772937692534,69
Leonardo Mayer,0.5370977344474434,48
David Ferrer,0.536809536170306,79
Roberto Bautista Agut,0.5336632415313669,69
Federico Delbonis,0.5321174298679218,47
Mikhail Youzhny,0.5296982767560912,42
Alexandr Dolgopolov,0.5280065913984097,49
Yen Hsun Lu,0.5273287361911644,47
Pablo Cuevas,0.5268888622831729,30
Pablo Andujar,0.5264023522237875,46
Bernard Tomic,0.5250820564450168,33
Martin Klizan,0.5239355480419582,42
Feliciano Lopez,0.5237023578452878,67
Mikhail Kukushkin,0.5216718519633043,43
Sam Querrey,0.5193367917957311,50
Kevin Anderson,0.5188949256399027,63
Gilles Simon,0.5183814025224253,53
Thomaz Bellucci,0.5180472292961824,31
Fernando Verdasco,0.5179885593036385,46
Dudi Sela,0.5179105211320834,39
Jiri Vesely,0.5178358248828006,33
David Goffin,0.517406305232092,40
Jan Lennard Struff,0.5170734664100906,32
Andy Murray,0.5159873571347505,80
Adrian Mannarino,0.5156449585451467,39
Jeremy Chardy,0.5147916263721272,60
Santiago Giraldo,0.5146511112416388,58
Radek Stepanek,0.5141276090578721,35
Dusan Lajovic,0.5138559629816295,35
Ernests Gulbis,0.5121903847703594,62
Edouard Roger-Vasselin,0.5119093237711815,49
Vasek Pospisil,0.5116582215713431,45
Steve Johnson,0.5108059840694522,40
Marin Cilic,0.5094225946014749,75
Andreas Seppi,0.5090792179024964,55
Julien Benneteau,0.5090567185197156,50
Dominic Thiem,0.5065292973356667,46
Donald Young,0.5061690893161579,40
Jurgen Melzer,0.5054139753161964,36
Dmitry Tursunov,0.5049314488369256,34
Denis Istomin,0.5047005689293863,54
Gael Monfils,0.5045384070665019,51
Lukas Lacko,0.5039643508695946,32
Andrey Golubev,0.5031450724878838,35
Jarkko Nieminen,0.5008603172991115,53
Albert Ramos,0.500789342538887,33
Daniel Gimeno Traver,0.5004253321408859,31
Benjamin Becker,0.4997426816140417,53
Nicolas Mahut,0.4987484233867441,37
Lleyton Hewitt,0.4970123528160291,36
Carlos Berlocq,0.49617650732909474,38
Pablo Carreno Busta,0.4955090032937324,39
Ivan Dodig,0.49540086189128457,38
Lukas Rosol,0.49511590660834115,59
Marinko Matosevic,0.4884136953996227,44
Robin Haase,0.48808416697790635,41
Marcel Granollers,0.4855858139532757,47
Igor Sijsling,0.485422577253927,38
Guillermo Garcia Lopez,0.4816187233298074,51
Fabio Fognini,0.4812246204621633,66
Joao Sousa,0.4810363137915396,60
Alejandro Gonzalez,0.4768204837923263,30
Jerzy Janowicz,0.4759146275113639,50
Sergiy Stakhovsky,0.4757073161961331,38
Teymuraz Gabashvili,0.4740658728228271,45
