Player,Break Point Save %,num_matches
Ivo Karlovic,0.8468822843822843,63
Milos Raonic,0.816057366057366,49
John Isner,0.7927542457542458,70
Roger Federer,0.7488729355750633,74
Feliciano Lopez,0.7423299009212322,58
Novak Djokovic,0.7418241791220745,89
Gilles Muller,0.7330419699445434,57
Gael Monfils,0.7299076026098085,52
Kevin Anderson,0.7105385869274757,70
Stan Wawrinka,0.7071351315147271,74
Bernard Tomic,0.6989462305371397,68
Richard Gasquet,0.6977746967802473,60
Leonardo Mayer,0.6972932893664601,51
Vasek Pospisil,0.6931978319783197,48
Marin Cilic,0.6928034140800099,54
Roberto Bautista Agut,0.6846271337499408,71
Rafael Nadal,0.6793308611323317,81
Albert Ramos,0.6788922882672882,39
Tomas Berdych,0.6714586119348024,79
Jo-Wilfried Tsonga,0.6704777204777205,48
Nick Kyrgios,0.6692997692997693,44
Jerzy Janowicz,0.6683284664053895,48
Ricardas Berankis,0.6676365385797434,34
Kei Nishikori,0.6658825420395293,72
Sam Groth,0.66546881910659,41
Jiri Vesely,0.6633263870951969,54
Sergiy Stakhovsky,0.6627455878503602,47
Pablo Cuevas,0.6617714436863373,55
Pablo Carreno Busta,0.6598263598263598,39
Grigor Dimitrov,0.6596136650400346,55
Teymuraz Gabashvili,0.6584116056476306,39
Andy Murray,0.6560363582138972,86
Simone Bolelli,0.653111426266128,55
Fernando Verdasco,0.6494293269861452,50
Jack Sock,0.6487586179252846,53
Denis Istomin,0.6477351352351353,47
Dominic Thiem,0.6426019939656303,64
Thanasi Kokkinakis,0.6415702075702076,32
Adrian Mannarino,0.6413189837338443,58
Steve Johnson,0.640583747528192,65
Sam Querrey,0.6401783401783402,44
Tommy Robredo,0.6401782428098217,45
Marcos Baghdatis,0.6375538204485574,45
Ernests Gulbis,0.6309988424274138,35
David Ferrer,0.6306526002906093,71
Aljaz Bedene,0.6286069023569023,34
Jeremy Chardy,0.6272432844932845,54
Benoit Paire,0.6247582289571454,42
Thomaz Bellucci,0.6246765812803547,60
David Goffin,0.6243478023322314,64
Joao Sousa,0.6233080808080808,69
Malek Jaziri,0.6171978042382454,32
Alexandr Dolgopolov,0.6157452450930712,52
Alexander Zverev,0.6130711880711881,31
Dusan Lajovic,0.6130272108843536,38
Nicolas Almagro,0.6120801856095974,38
Juan Monaco,0.610063085063085,40
Victor Estrella,0.6087189630293078,40
Fabio Fognini,0.608420243327364,58
Guillermo Garcia Lopez,0.6079294616059322,57
Jarkko Nieminen,0.6068740671093612,30
Andreas Seppi,0.6066170826809124,52
Philipp Kohlschreiber,0.5987380593262946,56
Martin Klizan,0.5978369857824439,57
Yen Hsun Lu,0.5971075071881523,41
Andreas Haider Maurer,0.5969413228982607,48
Pablo Andujar,0.5942750433506736,40
Viktor Troicki,0.5920440670440671,63
Lukas Rosol,0.5910352874638589,50
Borna Coric,0.5881934007756376,54
Santiago Giraldo,0.5878695593811873,51
Robin Haase,0.5839197839197839,36
Gilles Simon,0.5817583732057415,67
Benjamin Becker,0.5743233777716535,32
Federico Delbonis,0.5663353313353313,37
Mikhail Kukushkin,0.5647526679669537,43
Donald Young,0.564042564042564,45
Marcel Granollers,0.5608743686868687,35
Daniel Gimeno Traver,0.5577978645286338,31
Mikhail Youzhny,0.5281123446446027,33
Diego Schwartzman,0.5029152404626788,33
