Player,First Serve Win %,num_matches
Ivo Karlovic,0.8434662221430343,66
Andy Roddick,0.8077722127555159,70
Mardy Fish,0.800574254836353,47
Nicolas Kiefer,0.7994781039174328,31
Ivan Ljubicic,0.7973537027172686,67
Sam Querrey,0.7923469560816041,41
Tommy Haas,0.7809994955162565,57
Tomas Berdych,0.7790248338462947,71
Roger Federer,0.7784677106367524,78
Lleyton Hewitt,0.7653050821468478,52
Arnaud Clement,0.7646543658202002,50
Benjamin Becker,0.7631250942592531,53
James Blake,0.7630301406720934,80
Radek Stepanek,0.7593491832228544,50
Feliciano Lopez,0.755337259110317,52
Nicolas Mahut,0.754526339707615,42
Agustin Calleri,0.7542732397014361,49
Frank Dancevic,0.7539404953312956,37
Sebastien Grosjean,0.7512029705696405,39
Thomas Johansson,0.7505526252376773,51
Marcos Baghdatis,0.7505451096019199,70
Dmitry Tursunov,0.7486705653365887,51
Gael Monfils,0.7472833903117326,42
Robin Soderling,0.7457398881875714,43
Janko Tipsarevic,0.7456807962625968,41
Nicolas Almagro,0.7439074412274574,61
Andy Murray,0.7424194948693033,57
Marc Gicquel,0.7415674366084216,46
Richard Gasquet,0.7409095974353083,74
Paul Henri Mathieu,0.7389260960826154,70
Rafael Nadal,0.7388648969547651,86
Max Mirnyi,0.7359241831769859,31
Guillermo Canas,0.7346999013891796,61
David Nalbandian,0.7339862284382659,49
Carlos Moya,0.7318263650292263,65
Mikhail Youzhny,0.7317485357195003,75
Novak Djokovic,0.7314682793575782,87
Marat Safin,0.7306134465249732,43
Fernando Gonzalez,0.727636873073425,61
Michael Llodra,0.7257699470572054,31
Amer Delic,0.7234925199953438,33
Fabrice Santoro,0.7228674201722852,43
Teymuraz Gabashvili,0.7206279963155536,38
Jose Acasuso,0.7188384673337664,41
Juan Martin del Potro,0.7181593666677198,53
Stan Wawrinka,0.714396845679287,45
Philipp Kohlschreiber,0.710564540526663,60
Nikolay Davydenko,0.7050243360490093,85
Hyung Taik Lee,0.703426351845627,48
Fernando Verdasco,0.7016835536191781,62
Jarkko Nieminen,0.6982275329426262,60
Luis Horna,0.6981986542046708,37
Juan Ignacio Chela,0.6971451881045297,65
Florent Serra,0.6963261504876623,40
Andreas Seppi,0.6950988154839113,46
Albert Montanes,0.6942061133245581,48
Evgeny Korolev,0.6932452596919949,44
Robby Ginepri,0.6929736986650529,31
David Ferrer,0.6921188665201237,84
Igor Andreev,0.6917661893154127,63
Juan Monaco,0.6895152970869775,60
Tommy Robredo,0.6864633182086889,75
Alejandro Falla,0.6844175394083905,31
Jonas Bjorkman,0.6835883487923834,40
Florian Mayer,0.6829010652606595,43
Juan Carlos Ferrero,0.6797013038009562,57
Stefan Koubek,0.6794917468688714,50
Diego Hartfield,0.6764846900129461,34
Guillermo Garcia Lopez,0.6757509967251538,35
Olivier Rochus,0.6747844945204108,46
Jurgen Melzer,0.6738164312628826,49
Dominik Hrbaty,0.6736317242273077,31
Kristof Vliegen,0.6724393869381367,42
Julien Benneteau,0.6653704849037073,50
Nicolas Massu,0.664515970121876,43
Potito Starace,0.6634838012397879,51
Gilles Simon,0.6629067976402155,61
Vincent Spadea,0.6598188745330854,52
Martin Vassallo Arguello,0.639727033298474,34
Sergio Roitman,0.6329515549521225,36
Igor Kunitsyn,0.632931295681341,40
Filippo Volandri,0.6116491820558932,45
