Player,Second Serve Win %,num_matches
Stefanos Tsitsipas,0.5790621991081992,75
Casper Ruud,0.5707477733522781,76
Novak Djokovic,0.5594444016647637,63
Ilya Ivashka,0.5591226049540613,48
Reilly Opelka,0.5568626053952834,44
Jannik Sinner,0.5540649055474413,72
John Isner,0.5483973444118412,37
Kei Nishikori,0.547584473544877,45
Roberto Bautista Agut,0.5425336716494314,55
Pablo Carreno Busta,0.5422408353943102,57
Matteo Berrettini,0.5397601679841142,55
James Duckworth,0.538877921015043,41
Hubert Hurkacz,0.5386665169267605,60
Daniil Medvedev,0.5348753053941004,76
Carlos Alcaraz,0.5346896572756474,49
Alexei Popyrin,0.5346407086439079,44
Aslan Karatsev,0.5333758478595633,54
Frances Tiafoe,0.5332382087886034,57
Filip Krajinovic,0.5294458820921696,43
Alexander Zverev,0.5283871188342519,75
Lorenzo Sonego,0.5275789072091676,54
Daniel Evans,0.5262286351514046,48
Miomir Kecmanovic,0.5246227159379518,40
Richard Gasquet,0.5240815064259927,32
Alex De Minaur,0.5230362652361599,50
Tommy Paul,0.5228070507772986,48
Taylor Fritz,0.5226733348486461,56
Andrey Rublev,0.5216712292949115,78
Laslo Djere,0.52159398121813,49
Mackenzie Mcdonald,0.5207681344896572,37
Cristian Garin,0.5165885424340217,40
Soon Woo Kwon,0.5161978845750667,34
Karen Khachanov,0.5159013830088586,59
Ugo Humbert,0.5152752142711421,39
Albert Ramos,0.515161552916836,49
Denis Shapovalov,0.5150633429306783,54
Dusan Lajovic,0.5143168433592126,46
Marton Fucsovics,0.5142852152198634,51
Pedro Martinez,0.5136573720459705,36
Grigor Dimitrov,0.513131250435045,42
Marco Cecchinato,0.5124587984283744,37
Felix Auger Aliassime,0.511837678384756,62
Diego Schwartzman,0.510085735137982,61
Sebastian Korda,0.5086723579875716,49
Aljaz Bedene,0.508445383652015,30
Gianluca Mager,0.5065692172972222,39
Cameron Norrie,0.506034802962711,77
Federico Coria,0.5053158131900288,34
Feliciano Lopez,0.5041829232296818,31
Jordan Thompson,0.5022092786839151,42
Emil Ruusuvuori,0.5005772988893956,45
Nikoloz Basilashvili,0.4976050199748203,61
Dominik Koepfer,0.4972107290011706,48
Marin Cilic,0.49575556746214366,56
Lorenzo Musetti,0.4931240501357178,43
John Millman,0.4925938358444279,50
Adrian Mannarino,0.49055609705061054,40
Lloyd Harris,0.49027084106232866,53
Jeremy Chardy,0.48744423740809084,38
Marcos Giron,0.4857320045408764,43
Yoshihito Nishioka,0.48551460802512425,33
Federico Delbonis,0.4853414851004355,48
Ricardas Berankis,0.48523984231140715,32
Gael Monfils,0.48450047636284604,37
Alejandro Davidovich Fokina,0.48369796864407416,50
Arthur Rinderknech,0.48264930095837805,35
Fabio Fognini,0.47340879126537583,46
Jan Lennard Struff,0.4733900721438322,57
Alexander Bublik,0.46307171971132266,65
Jaume Munar,0.4605653167507576,31
Pablo Andujar,0.4583023669575113,30
Mikael Ymer,0.44947936710194947,38
Stefano Travaglia,0.44326691884907843,31
Egor Gerasimov,0.4377851560861505,40
Benoit Paire,0.3979380600625668,43
