Player,Ace Rate,num_matches
Ivo Karlovic,0.2515990677558152,64
John Isner,0.20498278032828665,60
Milos Raonic,0.2040441614141507,69
Sam Querrey,0.17680197947589538,50
Kevin Anderson,0.144481825081737,63
Ernests Gulbis,0.13843101379118108,62
Marin Cilic,0.13569781943494413,75
Feliciano Lopez,0.12588781507356395,67
Jo-Wilfried Tsonga,0.12554415442358346,56
Bernard Tomic,0.12114331024372849,33
Gael Monfils,0.11923513832276239,51
Vasek Pospisil,0.11386524985785278,45
Ivan Dodig,0.11254883936911175,38
Tomas Berdych,0.11239500368114196,78
Roger Federer,0.11005741865334429,87
Alexandr Dolgopolov,0.10975904145379133,49
Steve Johnson,0.10913753915500493,40
Stan Wawrinka,0.10816146942080777,59
Nicolas Mahut,0.1061770269275812,37
Jeremy Chardy,0.10547712929032428,60
Jerzy Janowicz,0.10164607460331228,50
Grigor Dimitrov,0.09940288486474037,69
Julien Benneteau,0.09554659311745607,50
Jan Lennard Struff,0.09133832259866823,32
Leonardo Mayer,0.08980873445139376,48
Jack Sock,0.08962462074377811,47
David Goffin,0.0890928286607326,40
Igor Sijsling,0.08810063743583894,38
Denis Istomin,0.08805129774420987,54
Sergiy Stakhovsky,0.08598697678340847,38
Benjamin Becker,0.08426964639688259,53
Andy Murray,0.08384273934901554,80
Richard Gasquet,0.08359761437620561,51
Lukas Rosol,0.08346006395960799,59
Jiri Vesely,0.0828367732481048,33
Thomaz Bellucci,0.0818045261208074,31
Novak Djokovic,0.08149157173536861,73
Radek Stepanek,0.08066427572147002,35
Philipp Kohlschreiber,0.08046750759443044,63
Lukas Lacko,0.07798234435536315,32
Pablo Cuevas,0.07779044248976678,30
Martin Klizan,0.07643742584894936,42
Dmitry Tursunov,0.07131950969880803,34
Dusan Lajovic,0.07040840086089832,35
Gilles Simon,0.06748613068932073,53
Marinko Matosevic,0.06738323299605758,44
Yen Hsun Lu,0.06571026307317136,47
Marcel Granollers,0.0654345398784907,47
Robin Haase,0.06540195878521712,41
Adrian Mannarino,0.06521864911598843,39
Andreas Seppi,0.06518731771405026,55
Fernando Verdasco,0.06257681558912304,46
Daniel Gimeno Traver,0.06132730244704894,31
Tommy Robredo,0.06053131834333193,69
Dominic Thiem,0.06012125206188689,46
Lleyton Hewitt,0.059582970914544155,36
Alejandro Gonzalez,0.05856502316960745,30
Federico Delbonis,0.05704136307698305,47
Edouard Roger-Vasselin,0.05690903705298796,49
Kei Nishikori,0.05599721518414375,69
Jurgen Melzer,0.05374838981158756,36
Santiago Giraldo,0.052141859616833965,58
Mikhail Youzhny,0.05058259455544537,42
Guillermo Garcia Lopez,0.04974500452683909,51
Fabio Fognini,0.049221168180258124,66
Carlos Berlocq,0.049166312200511465,38
Rafael Nadal,0.048258878810773675,60
Mikhail Kukushkin,0.04820338288402938,43
Andrey Golubev,0.04817478136664081,35
Pablo Carreno Busta,0.04790066408107932,39
Jarkko Nieminen,0.04439296580090176,53
Teymuraz Gabashvili,0.04393212026831152,45
Donald Young,0.04352172996255119,40
Joao Sousa,0.041463959699515704,60
Juan Monaco,0.03781081951478858,42
Albert Ramos,0.037684239076543294,33
Pablo Andujar,0.037652738029230734,46
Roberto Bautista Agut,0.03661453044460982,69
Dudi Sela,0.036494885269311904,39
David Ferrer,0.0335583205386654,79
