Player,First Serve Win %,num_matches
Milos Raonic,0.8470526425991061,38
John Isner,0.8140096601399563,48
Sam Querrey,0.8117651497319114,41
Reilly Opelka,0.8093622933716154,50
Nick Kyrgios,0.8025707588068832,38
Jo-Wilfried Tsonga,0.8008436308030713,52
Jan Lennard Struff,0.7928768905468466,64
Roger Federer,0.7905532821468535,66
Matteo Berrettini,0.7853788822662363,68
Benoit Paire,0.7820759741632615,63
Novak Djokovic,0.7748599088088897,69
Denis Shapovalov,0.7744768302570124,67
Marin Cilic,0.7740863568978996,42
Rafael Nadal,0.7693318006161534,69
Stan Wawrinka,0.7683485799623818,53
Stefanos Tsitsipas,0.7682701729062755,80
Daniil Medvedev,0.7637645269703462,80
Taylor Fritz,0.7599310335500868,62
Alexander Zverev,0.75975070040239,69
Alex De Minaur,0.754019179942527,62
Lorenzo Sonego,0.7528456117345664,43
Grigor Dimitrov,0.7492422715656623,44
Alexander Bublik,0.7479583554751896,30
Leonardo Mayer,0.7468330891938667,34
Andrey Rublev,0.7453526927218858,57
Robin Haase,0.7438930067929004,33
Felix Auger Aliassime,0.7438076433188613,57
Aljaz Bedene,0.7423055329667956,38
Pablo Cuevas,0.7420137474605378,47
Steve Johnson,0.7390547277402739,35
Jeremy Chardy,0.7364093870525213,55
Dominic Thiem,0.7360590935372028,69
Ugo Humbert,0.735266915554434,40
Hubert Hurkacz,0.7352235306462507,49
Borna Coric,0.7344420246292876,50
Roberto Bautista Agut,0.7303789756299053,65
Tennys Sandgren,0.729550838363835,30
Karen Khachanov,0.7285982728138652,59
Miomir Kecmanovic,0.7275057582473581,46
Richard Gasquet,0.7273570684479171,35
Pierre Hugues Herbert,0.7269805084533831,46
Kyle Edmund,0.7257416660290148,39
David Goffin,0.7256900387539015,64
Nicolas Jarry,0.7247708989286783,40
Alexei Popyrin,0.7213972942775775,31
Lucas Pouille,0.720039264663755,42
Gael Monfils,0.7191848606653564,58
Fernando Verdasco,0.7178672362780266,53
Jordan Thompson,0.7170128216438983,48
Pablo Carreno Busta,0.7168756560587795,52
Juan Ignacio Londero,0.7137738289847662,43
Adrian Mannarino,0.7136128864689403,53
Philipp Kohlschreiber,0.7127447190737696,43
Andreas Seppi,0.711523130162625,43
Frances Tiafoe,0.7108195442551803,50
Cristian Garin,0.7106715896068814,56
Filip Krajinovic,0.705823590054093,49
Daniel Evans,0.7035568885494666,40
Casper Ruud,0.7032959859655858,42
Joao Sousa,0.7021061074820089,57
Kei Nishikori,0.7014883442204612,43
Marton Fucsovics,0.7006228443498267,49
Peter Gojowczyk,0.6999039427810368,31
Jaume Munar,0.6995791748031891,39
Marco Cecchinato,0.6994974445705692,39
Laslo Djere,0.6992711476932411,43
Nikoloz Basilashvili,0.697762590153581,52
Albert Ramos,0.6947076418938563,54
John Millman,0.6898677429821273,49
Guido Pella,0.6861674508909978,62
Fabio Fognini,0.6840946103714928,55
Cameron Norrie,0.6835855863895235,46
Gilles Simon,0.6826955004202795,55
Diego Schwartzman,0.6742149770957576,66
Federico Delbonis,0.6728075623829487,34
Radu Albot,0.6716572091517273,57
Denis Kudla,0.6715506424767616,33
Martin Klizan,0.6705589279630049,30
Roberto Carballes Baena,0.6697490635830153,39
Dusan Lajovic,0.6673861173559748,48
Mikhail Kukushkin,0.6621323238138263,48
Pablo Andujar,0.659157401801358,33
Taro Daniel,0.6571455753866151,31
Damir Dzumhur,0.6298882814559259,35
Yoshihito Nishioka,0.6294896573274117,40
