Player,First Serve Win %,num_matches
Milos Raonic,0.8398274876248,33
Andrey Rublev,0.8032838224578112,51
Daniil Medvedev,0.7880116421789939,38
Stefanos Tsitsipas,0.7841883211116143,44
Alexander Zverev,0.7759772700058644,39
Jan Lennard Struff,0.7721966478390782,30
Denis Shapovalov,0.7627288294934493,32
Novak Djokovic,0.7610870861779319,46
Alexander Bublik,0.7567037738090654,30
Ugo Humbert,0.7566029531256485,36
Rafael Nadal,0.748381754231344,34
Dominic Thiem,0.7442986358047143,34
Felix Auger Aliassime,0.7432898393761733,42
Karen Khachanov,0.7203329929219071,35
Grigor Dimitrov,0.7197068873863552,30
Casper Ruud,0.7171886333254348,35
Jannik Sinner,0.7147175851525387,31
Adrian Mannarino,0.7095596164426665,31
Pablo Carreno Busta,0.7057576997874198,32
Daniel Evans,0.7051182120224656,33
Cristian Garin,0.703759905770139,30
John Millman,0.6973285374833322,31
Dusan Lajovic,0.6772181588335981,30
Diego Schwartzman,0.6607193752842935,41
