Player,Second Serve Win %,num_matches
Novak Djokovic,0.5784003935336652,63
Jordan Thompson,0.5755198933464928,42
Jannik Sinner,0.5752568212380823,84
Carlos Alcaraz,0.5715447881897082,77
Roberto Bautista Agut,0.5614683651884661,38
Stefanos Tsitsipas,0.5580655899641306,74
Yannick Hanfmann,0.554218823770755,45
Taylor Fritz,0.5526457041961436,77
Yoshihito Nishioka,0.5503003852134791,41
Nicolas Jarry,0.5488549890508254,59
Miomir Kecmanovic,0.548635951681538,57
Gregoire Barrere,0.5460393723673838,45
Holger Rune,0.5428757661412329,70
Karen Khachanov,0.5420900398709084,52
Tommy Paul,0.541844110983669,68
Casper Ruud,0.5386261908343486,59
Laslo Djere,0.5373965037417869,62
Sebastian Korda,0.5358705797843437,43
Matteo Arnaldi,0.5358571749718019,35
Sebastian Baez,0.5350535388280871,57
Tomas Martin Etcheverry,0.5343468184219279,57
Ugo Humbert,0.5340758826232255,57
Alex De Minaur,0.532263828554193,74
Stan Wawrinka,0.5316751987059286,50
Adrian Mannarino,0.530475477360113,67
Frances Tiafoe,0.5302976283398811,60
Christopher Eubanks,0.5300209906714826,41
Lorenzo Sonego,0.5295954979219275,58
Thanasi Kokkinakis,0.5294322830418708,32
Tallon Griekspoor,0.5270020117118419,62
Alejandro Davidovich Fokina,0.5267977933824677,59
Cameron Norrie,0.5256963411881672,61
J J Wolf,0.5256525972367728,51
Jack Draper,0.5249423275582883,31
Marcos Giron,0.5224388193246775,53
Dominic Thiem,0.522096127960879,43
Daniel Evans,0.5219402629453438,44
Hubert Hurkacz,0.5205698589696138,68
Roman Safiullin,0.5203789117674246,39
Marton Fucsovics,0.5202567121603424,44
Jiri Lehecka,0.5199750791072768,61
Ben Shelton,0.5191639659550346,49
Zhizhen Zhang,0.5189435696862174,36
Roberto Carballes Baena,0.518129854610903,43
Quentin Halys,0.517580651007493,33
Emil Ruusuvuori,0.5158000442229317,51
Daniel Altmaier,0.5157232063153528,38
Andy Murray,0.5146288847677609,34
Andrey Rublev,0.5132507690541549,81
Brandon Nakashima,0.5129702849543368,33
Lorenzo Musetti,0.5123654746016474,62
Marc Andrea Huesler,0.5117882510572012,35
Alexander Shevchenko,0.5104719924394938,33
Alex Molcan,0.5084852402111129,34
Daniil Medvedev,0.5078096357910791,85
Arthur Fils,0.5076066945104624,42
Christopher Oconnell,0.5074195588014629,42
Cristian Garin,0.5072052071361197,39
Aslan Karatsev,0.5067564112794628,41
Grigor Dimitrov,0.5067462990527685,64
Mackenzie Mcdonald,0.5066564698691475,61
Alexei Popyrin,0.5061817192031741,47
Richard Gasquet,0.5060749744376695,40
Jan Lennard Struff,0.5053732142217441,37
Borna Coric,0.5030596981182358,41
Benjamin Bonzi,0.5022252152826157,32
Alexander Zverev,0.5008545055386437,82
Albert Ramos,0.4988862644208624,38
Luca Van Assche,0.4956619761628601,31
Pavel Kotov,0.49463399608055686,30
Max Purcell,0.49102304843926003,30
Juan Pablo Varillas,0.4866217813427904,37
Pedro Cachin,0.48502733709904433,37
Dusan Lajovic,0.4848528494920367,47
Arthur Rinderknech,0.482970370965535,35
Botic Van De Zandschulp,0.4828911140647821,48
Felix Auger Aliassime,0.4802258484615549,42
Francisco Cerundolo,0.47903524001201747,64
Daniel Elahi Galan,0.47348053847448324,31
Jaume Munar,0.4718852705823147,34
Diego Schwartzman,0.4679809487340626,38
Alexander Bublik,0.4589480020713031,52
Bernabe Zapata Miralles,0.4550022906488124,43
