Player,Second Serve Win %,num_matches
Rafael Nadal,0.6296481208800457,81
Roger Federer,0.6054562016379603,60
Milos Raonic,0.5708921261192823,43
John Isner,0.5642746625797312,62
Stan Wawrinka,0.5638645310595066,37
Ivo Karlovic,0.5622111081298811,35
Nick Kyrgios,0.5594315795312583,51
Roberto Bautista Agut,0.5584618886273038,70
Marin Cilic,0.5530717714873976,68
Tomas Berdych,0.5510369422014311,54
Horacio Zeballos,0.5469470127445341,42
Dusan Lajovic,0.5457787246273,40
Kyle Edmund,0.5453103846454727,60
Kevin Anderson,0.5446732499276137,53
Alexander Zverev,0.5429608089854989,79
Jo-Wilfried Tsonga,0.5418953376349941,54
Andy Murray,0.5401685382026261,36
Lucas Pouille,0.539366064856127,58
Novak Djokovic,0.5385217699002769,41
Grigor Dimitrov,0.535718418000955,68
Borna Coric,0.5354801870356527,51
Kei Nishikori,0.5325281046572214,44
David Goffin,0.5323855016339276,83
Richard Gasquet,0.5290500094727185,47
Albert Ramos,0.529022567912697,65
Pablo Carreno Busta,0.5283017359139739,63
Gilles Muller,0.5273609907764959,50
Dominic Thiem,0.5262402110042568,75
Jack Sock,0.5261177697529934,61
Thomaz Bellucci,0.5245821669323403,34
Alexandr Dolgopolov,0.5232516562944467,49
Steve Johnson,0.523179081243057,53
Diego Schwartzman,0.5228233355987587,67
Nicolas Mahut,0.5215144860305652,34
Aljaz Bedene,0.5214442028231012,37
Adrian Mannarino,0.5210429816248404,60
Paolo Lorenzi,0.5210273789598104,60
Bernard Tomic,0.5172781812387789,30
Sam Querrey,0.5164972869656964,59
Damir Dzumhur,0.5146158606759826,61
Feliciano Lopez,0.5142613291421806,49
Gilles Simon,0.5127178996793734,41
Philipp Kohlschreiber,0.5124137794938683,53
Juan Martin del Potro,0.5122902760148352,55
Fernando Verdasco,0.5101463584490686,54
Yuichi Sugita,0.509949331979571,38
Pablo Cuevas,0.5097033755559818,41
David Ferrer,0.5089070785611571,46
Robin Haase,0.5082727561471237,58
Gael Monfils,0.5067598313717652,34
Guido Pella,0.5065005788753777,35
Denis Istomin,0.5045545898395664,35
Karen Khachanov,0.5031226107463432,57
Jared Donaldson,0.5030387832146355,47
Jan Lennard Struff,0.5019575530396726,57
Joao Sousa,0.5010549401859489,57
Mischa Zverev,0.5006658203372931,62
Donald Young,0.4999604576913078,47
Andrey Kuznetsov,0.49969011507832795,36
Marcos Baghdatis,0.49877005188082213,34
Carlos Berlocq,0.49863759315977463,33
Fabio Fognini,0.4985822298627952,59
Ryan Harrison,0.4975743276550225,43
Andreas Seppi,0.4974855420150376,36
Pierre Hugues Herbert,0.497062559649236,30
Dustin Brown,0.4932314592762602,30
Jeremy Chardy,0.4932179068491897,40
Daniil Medvedev,0.4929623940712652,52
Andrey Rublev,0.49289616248719526,39
Nikoloz Basilashvili,0.490756119866291,52
Thiago Monteiro,0.48637975068293704,37
Rogerio Dutra Silva,0.48567199230194724,31
Malek Jaziri,0.4840111782992838,37
Jiri Vesely,0.4825063247649273,50
Mikhail Youzhny,0.4806822072600459,30
Steve Darcis,0.48051755252453277,41
Hyeon Chung,0.4804303252832667,45
Viktor Troicki,0.46978855131989766,53
Benoit Paire,0.46249008882273246,62
Jordan Thompson,0.4609607622960324,30
