Player,First Serve Win %,num_matches
Andy Roddick,0.8257393081717631,74
Wayne Arthurs,0.8210940490146504,37
Ivo Karlovic,0.8202081703625337,40
Mario Ancic,0.7946102463503948,71
Max Mirnyi,0.7936676638868407,60
Lleyton Hewitt,0.7882358636108282,48
Taylor Dent,0.786712807138571,54
Joachim Johansson,0.777463742023687,34
Dmitry Tursunov,0.7766567906078156,33
Fernando Gonzalez,0.7764726815649923,73
Greg Rusedski,0.7719386704712038,51
Thomas Johansson,0.7711811359505124,73
Roger Federer,0.7675860870777862,85
Ivan Ljubicic,0.7649312108164057,81
Andre Agassi,0.7576174849554708,51
Marat Safin,0.7575708030979625,38
Feliciano Lopez,0.7546598686262103,59
Richard Gasquet,0.7536978994865002,42
Jose Acasuso,0.7512271018807181,53
James Blake,0.7493688982106853,56
Tommy Haas,0.743993970258658,57
Nicolas Kiefer,0.7422954750862923,58
Tomas Berdych,0.738941251367537,63
Tim Henman,0.7381489353146521,41
Radek Stepanek,0.7367337665286876,71
Xavier Malisse,0.7351776974625772,42
Gilles Muller,0.7341177388089828,44
Carlos Moya,0.7328682925785075,52
Sebastien Grosjean,0.7316214807374033,53
Robin Soderling,0.7312352332216544,34
Rafael Nadal,0.7263188562427373,89
Fernando Verdasco,0.7246768720144678,63
Gael Monfils,0.7239515422466348,47
Stan Wawrinka,0.7223033708881367,32
Paradorn Srichaphan,0.7218950527977421,66
Arnaud Clement,0.7195904602548622,39
Luis Horna,0.718550169912965,41
Robby Ginepri,0.718254770538899,60
Cyril Saulnier,0.7158605106771537,42
Karol Beck,0.7145610742085684,47
Kenneth Carlsen,0.7144122388769426,42
Jonas Bjorkman,0.7138965286766435,41
Agustin Calleri,0.7133739957004837,43
Tommy Robredo,0.7125691037871267,69
Mikhail Youzhny,0.7091545482821874,46
Mariano Zabaleta,0.708962730718659,36
Kevin Kim,0.7083671883134611,44
Davide Sanguinetti,0.70813499754605,50
Nicolas Massu,0.7072571506540762,41
Dominik Hrbaty,0.7040020858725126,69
Guillermo Canas,0.7039771364298214,35
Igor Andreev,0.7005018414138536,68
Guillermo Coria,0.7000127946063571,82
Andreas Seppi,0.69854849233813,36
Paul Henri Mathieu,0.6982209711125477,57
Mariano Puerta,0.6974356075841873,63
Philipp Kohlschreiber,0.6956967283333477,37
Andrei Pavel,0.6942005215046732,48
Michael Llodra,0.6931892603534596,32
Nicolas Almagro,0.6918326430699281,35
Victor Hanescu,0.689689350173486,51
David Nalbandian,0.6888948901297454,63
Juan Carlos Ferrero,0.6866864829502225,73
Vincent Spadea,0.6862194868011503,48
Gaston Gaudio,0.6849088114725224,77
Olivier Rochus,0.6844776068722396,64
Jurgen Melzer,0.6839628321247435,52
Nikolay Davydenko,0.6837358342610238,86
Tomas Zib,0.6832976523515348,48
Juan Ignacio Chela,0.6816032602083516,54
Hyung Taik Lee,0.6804942233435624,31
Alberto Martin,0.671556299648143,54
Florian Mayer,0.6652227309300723,46
Rainer Schuettler,0.6650613367827919,42
Jiri Novak,0.661767664488211,49
Guillermo Garcia Lopez,0.6541923396330245,45
Albert Costa,0.6537108962839986,30
David Ferrer,0.6534696929004757,72
Jarkko Nieminen,0.6521929327977309,55
Ricardo Mello,0.6488786774106216,39
Jan Hernych,0.6483361173521156,41
Fabrice Santoro,0.6473534171287937,37
Filippo Volandri,0.643733841041612,56
Christophe Rochus,0.6404217371180677,46
Juan Monaco,0.6367976430040558,43
Potito Starace,0.63104508219483,37
