Player,Second Serve Win %,num_matches
Andre Agassi,0.5715923301837982,66
Paradorn Srichaphan,0.55154338021157,75
Lleyton Hewitt,0.5482560067232982,78
Paul Henri Mathieu,0.5459535388817576,39
Roger Federer,0.5458258516879064,81
Greg Rusedski,0.5444083713152293,51
Andy Roddick,0.5436231437460955,78
Sebastien Grosjean,0.5434631759412291,65
Alex Corretja,0.5427074541812389,58
Juan Carlos Ferrero,0.5404620234897795,73
Gaston Gaudio,0.5403415263336143,61
Guillermo Canas,0.5366987272728934,68
Younes El Aynaoui,0.5365194387712541,71
Wayne Arthurs,0.5351120413569806,49
Gustavo Kuerten,0.5349877895198912,39
Kenneth Carlsen,0.5337577589842923,33
Jiri Novak,0.5327572083833728,80
Andrei Pavel,0.5315779120386115,70
Juan Ignacio Chela,0.5299587426722725,76
Fabrice Santoro,0.529749413553153,53
Albert Costa,0.5292217890045215,57
Pete Sampras,0.5290553454503896,44
Carlos Moya,0.5290375130956774,80
Marat Safin,0.5290262900057882,82
David Nalbandian,0.5276518682944958,60
Tim Henman,0.5258782933312998,70
Rainer Schuettler,0.5253677300063186,71
Taylor Dent,0.524074194741068,37
David Sanchez,0.5238163090145158,42
Guillermo Coria,0.5225040858938157,38
Ivan Ljubicic,0.5223706491058736,58
Fernando Meligeni,0.5215670452818308,44
Max Mirnyi,0.5208734531386897,54
Agustin Calleri,0.519489729953188,48
Tommy Haas,0.5190127913561021,67
Thomas Johansson,0.5184617426317983,53
Sjeng Schalken,0.5181873730364015,66
Jonas Bjorkman,0.5181601353354793,44
Jarkko Nieminen,0.5174957662991184,54
Kristian Pless,0.5171975066894756,37
Todd Martin,0.5167606442853401,40
Jose Acasuso,0.5161633042683323,42
Vincent Spadea,0.5154239617517533,30
Marcelo Rios,0.5151422043437077,53
Julien Boutter,0.5150221551278952,41
Bohdan Ulihrach,0.5135727027987286,52
Wayne Ferreira,0.5135552084209121,42
James Blake,0.5127076694990683,61
Nicolas Escude,0.5106742697183929,48
Felix Mantilla,0.509734151877261,51
Nicolas Massu,0.5094746341526325,48
Arnaud Clement,0.5084165364995693,59
Yevgeny Kafelnikov,0.5080510843848536,68
Mikhail Youzhny,0.5079846174218174,55
Magnus Norman,0.5060367996293009,31
Mariano Zabaleta,0.5053296399718066,48
Stefan Koubek,0.5047245180593373,52
Fernando Gonzalez,0.5045492122711597,62
Radek Stepanek,0.5042635836113883,31
Jan Michael Gambill,0.5038801937856281,54
Xavier Malisse,0.5035263588198575,55
Antony Dupuis,0.5026904259667909,37
Alberto Martin,0.502240055817216,48
Hicham Arazi,0.5021440532998531,38
Tommy Robredo,0.5021165805964479,59
Adrian Voinea,0.5002734695064663,40
Fernando Vicente,0.49951424031436575,51
Francisco Clavet,0.49774416576695246,33
Olivier Rochus,0.4966217440916834,42
Sargis Sargsian,0.49611034460359155,32
Andre Sa,0.49417980280806956,46
Davide Sanguinetti,0.4937781393032321,46
Nicolas Lapentti,0.4931014591284239,61
Markus Hipfl,0.49285795499237484,30
Feliciano Lopez,0.49266687040701695,34
Thomas Enqvist,0.4921612707631133,46
Albert Montanes,0.4919729513231582,41
Lars Burgsmuller,0.487809749209018,36
Dominik Hrbaty,0.48488981289915023,52
Franco Squillari,0.481450426920842,38
Karol Kucera,0.47382570440599214,35
Jan Vacek,0.47330040322734634,35
Attila Savolt,0.47260229194878295,37
Nicolas Kiefer,0.47240547832833524,49
Andrea Gaudenzi,0.46346438365367854,37
Nikolay Davydenko,0.4599600909553589,36
Albert Portas,0.458688745034395,32
Michel Kratochvil,0.45240012946649283,51
Ramon Delgado,0.45223430281964666,31
Christophe Rochus,0.44347090798118594,31
Irakli Labadze,0.42992907784433015,30
