Player,Second Serve Win %,num_matches
Jannik Sinner,0.5977834712981569,31
Alexander Zverev,0.5828143020862613,37
Andrey Rublev,0.5803552800143665,31
Taylor Fritz,0.568885971294633,32
Alex De Minaur,0.5679015986839996,35
Casper Ruud,0.5677750770833353,44
Hubert Hurkacz,0.563954623098294,37
Grigor Dimitrov,0.5603755087572424,32
Stefanos Tsitsipas,0.54407809760056,33
Holger Rune,0.5400116097756615,31
Sebastian Baez,0.5309717798416167,34
Felix Auger Aliassime,0.5130934341419219,30
Daniil Medvedev,0.5102075391856448,31
Alejandro Tabilo,0.49942175254935667,30
