Player,Ace Rate,num_matches
Hubert Hurkacz,0.17934202675044128,68
Quentin Halys,0.16864943331682186,33
Alexander Bublik,0.1415155639701368,52
Thanasi Kokkinakis,0.14127010111532173,32
Christopher Eubanks,0.13109074209575675,41
Taylor Fritz,0.12452531849861488,77
Jack Draper,0.12237488813337782,31
Sebastian Korda,0.1197394673307285,43
Jan Lennard Struff,0.11965094109245684,37
Ben Shelton,0.11866171608497554,49
Arthur Rinderknech,0.11808055448426756,35
Max Purcell,0.11285514146702999,30
Alexei Popyrin,0.11268346202866267,47
Felix Auger Aliassime,0.11167513918571619,42
Jordan Thompson,0.11114933206586879,42
Nicolas Jarry,0.10928637699591993,59
Tallon Griekspoor,0.10878922609702191,62
Frances Tiafoe,0.10734157743489744,60
Grigor Dimitrov,0.10505683320795217,64
Alexander Zverev,0.10432089173368826,82
Stan Wawrinka,0.10177940928845398,50
Marc Andrea Huesler,0.10055533400837194,35
J J Wolf,0.09816630095622272,51
Andrey Rublev,0.09719015310448678,81
Daniil Medvedev,0.0960499777472789,85
Stefanos Tsitsipas,0.09443242165404016,74
Brandon Nakashima,0.09165091169665505,33
Karen Khachanov,0.0910037454621587,52
Novak Djokovic,0.09048164676027295,63
Arthur Fils,0.08777389669429796,42
Ugo Humbert,0.08745798226922372,57
Christopher Oconnell,0.08675249850111465,42
Daniel Elahi Galan,0.08590421797613,31
Tommy Paul,0.08588701776317184,68
Jannik Sinner,0.08524509741314325,84
Laslo Djere,0.08377977464147245,62
Benjamin Bonzi,0.08335234196867833,32
Aslan Karatsev,0.07903485330001146,41
Tomas Martin Etcheverry,0.0788834412696717,57
Roman Safiullin,0.07767670857207697,39
Zhizhen Zhang,0.07746142372624386,36
Lorenzo Sonego,0.0773168457202467,58
Daniel Altmaier,0.07487209539301888,38
Botic Van De Zandschulp,0.07428361352484229,48
Jiri Lehecka,0.07428359906833128,61
Mackenzie Mcdonald,0.07363805240892904,61
Pedro Cachin,0.07138422777903429,37
Borna Coric,0.07129909205075267,41
Emil Ruusuvuori,0.07052593778859123,51
Marcos Giron,0.06975533496339789,53
Dominic Thiem,0.06953736763817144,43
Holger Rune,0.06932365208837975,70
Matteo Arnaldi,0.06931029186712934,35
Adrian Mannarino,0.06898730768891376,67
Casper Ruud,0.06683781869980253,59
Yannick Hanfmann,0.06661903523424657,45
Richard Gasquet,0.0657576778946393,40
Daniel Evans,0.0651629055812595,44
Cristian Garin,0.06468039863677792,39
Alexander Shevchenko,0.06166575481465393,33
Carlos Alcaraz,0.06069981715079774,77
Cameron Norrie,0.05975430016848866,61
Gregoire Barrere,0.05952181515105944,45
Lorenzo Musetti,0.05940926023083394,62
Miomir Kecmanovic,0.058121971095673464,57
Juan Pablo Varillas,0.05665892420762543,37
Andy Murray,0.05213015604198108,34
Roberto Bautista Agut,0.05206423275656625,38
Alex De Minaur,0.05153699947653986,74
Pavel Kotov,0.05008539034300702,30
Marton Fucsovics,0.0500763695125735,44
Luca Van Assche,0.0475928810985093,31
Alejandro Davidovich Fokina,0.047404896501984206,59
Roberto Carballes Baena,0.04426849944562078,43
Jaume Munar,0.04410511325195899,34
Dusan Lajovic,0.043701113440814746,47
Francisco Cerundolo,0.0404709959556355,64
Alex Molcan,0.040235782047960064,34
Sebastian Baez,0.03736334346034689,57
Albert Ramos,0.03510700830907985,38
Bernabe Zapata Miralles,0.03142059454671164,43
Yoshihito Nishioka,0.0300962592861837,41
Diego Schwartzman,0.02566371491400862,38
