Player,Break Point Save %,num_matches
Jannik Sinner,0.8478260869565217,31
Grigor Dimitrov,0.762797619047619,32
Andrey Rublev,0.7335066223459081,31
Stefanos Tsitsipas,0.7308922558922559,33
Hubert Hurkacz,0.7175271089064192,37
Alejandro Tabilo,0.7145531400966184,30
Casper Ruud,0.7097902097902098,44
Alexander Zverev,0.7049564522778808,37
Holger Rune,0.7017378215654078,31
Alex De Minaur,0.6702474293383385,35
Felix Auger Aliassime,0.6430030114812724,30
Taylor Fritz,0.642963047182996,32
Daniil Medvedev,0.6059757834757834,31
Sebastian Baez,0.5818439624891237,34
