Player,First Serve %,num_matches
Potito Starace,0.7256815295441341,355
Sebastian Baez,0.7218508794116326,154
Juan Balcells,0.7203842544394943,84
Hugo Dellien,0.718594041430989,95
Todd Reid,0.7021779647452259,36
Ti Chen,0.7007294401658422,34
Farrukh Dustov,0.6926324906017577,37
Victor Hanescu,0.6918950156671954,445
Julian Reister,0.6903440221751781,48
Alex Bogomolov Jr,0.6882596204938619,178
Christopher Eubanks,0.6880791804062403,82
Wesley Moodie,0.6878190153857083,128
Sumit Nagal,0.6876938342338448,36
John Isner,0.6875153698405345,747
Flavio Cipolla,0.6857071537028147,102
Filippo Volandri,0.6818113621834211,403
Daniel Koellerer,0.6811536508968735,55
Rafael Nadal,0.6780781336687419,1236
Diego Junqueira,0.6780611787364557,44
Mikael Ymer,0.6765370891918293,145
Brian Dabul,0.6757872091400322,42
Slava Dosedel,0.6754558763053227,62
Alex Michelsen,0.6741037032003045,39
Martin Vassallo Arguello,0.673639814326236,128
Juan Monaco,0.6730303676312279,614
Fernando Verdasco,0.6720797071874599,953
Luis Horna,0.6712592161208594,278
Corentin Moutet,0.6705345772222093,137
Nikolay Davydenko,0.6683348240086717,822
Alejandro Davidovich Fokina,0.66736680785477,213
Alexander Zverev,0.666932598598219,531
Uladzimir Ignatik,0.6666666666666666,30
Rui Machado,0.665853393603621,82
Marc Lopez,0.66403544047013,54
Roberto Bautista Agut,0.6624114165574847,596
Michael Mmoh,0.6615191717420097,66
Simone Bolelli,0.6613126678449485,285
Kenny De Schepper,0.6612675862263911,79
Darian King,0.6610911624493289,37
Dusan Lajovic,0.6610724954975227,410
Borna Gojo,0.6607597391513154,41
Federico Coria,0.6603819852867782,121
Daniel Brands,0.6602879732383047,148
Nick Kyrgios,0.6594750398121378,277
Aleksandr Nedovyesov,0.6594034217917668,31
Bernard Tomic,0.659209316290651,341
Lorenzo Sonego,0.6587675972695534,270
Pavel Kotov,0.6587615063911871,62
Pedro Martinez,0.6575281056672283,134
Fabian Marozsan,0.656795053151562,46
Michael Russell,0.6567044956681184,225
Pedro Sousa,0.6565880189170893,44
Tomas Martin Etcheverry,0.6562935300654344,106
Thomas Fabbiano,0.6558858070304281,74
Jarkko Nieminen,0.6551142339111379,760
Jan Hernych,0.6549838692283906,197
Juan Manuel Cerundolo,0.6544227434612772,41
Mariano Puerta,0.6533332176058757,167
Oscar Hernandez,0.653256065538107,190
Carlos Alcaraz,0.6532536865041634,221
Ivo Karlovic,0.6531519624737899,684
Guido Pella,0.6525323666370504,246
Marco Cecchinato,0.6524354706121132,201
Zizou Bergs,0.6519738877541777,33
Alex Molcan,0.6519457880547749,95
Yannick Hanfmann,0.6515240260419033,124
Jiri Novak,0.6515153663267195,395
Cameron Norrie,0.6510880854480795,344
Jaume Munar,0.6510847256752593,209
Yoshihito Nishioka,0.650917087737376,245
Jiri Lehecka,0.6504343759541852,121
Denis Istomin,0.6504323229087338,463
Bernabe Zapata Miralles,0.6500994794331728,97
Francisco Cerundolo,0.6497641340060245,152
Thiago Monteiro,0.6496452537166285,171
Jason Jung,0.6496066780044808,32
Novak Djokovic,0.6490884102799527,1294
Casper Ruud,0.6488930879602113,347
Emil Ruusuvuori,0.6481638170119641,205
Damir Dzumhur,0.6476223102825921,208
Edouard Roger-Vasselin,0.6471694756801951,209
Andy Roddick,0.647090704088797,827
Pablo Carreno Busta,0.6470284869422268,420
Jiri Vesely,0.6469845878450139,265
Tommy Robredo,0.6469576164376329,875
Diego Hartfield,0.646655318694414,47
Carlos Berlocq,0.6464607745807717,297
Brian Vahaly,0.6463956701211812,64
George Bastl,0.646231697979733,123
Arnaud Di Pasquale,0.6458041733748139,96
Jenson Brooksby,0.6456589681894531,79
Thiago Alves,0.6456282036384948,34
Egor Gerasimov,0.6455752145299953,115
Markus Hipfl,0.6454297895945632,96
Alex Bogdanovic,0.6453868877610627,47
Lloyd Harris,0.6453824377528389,148
Patrick Rafter,0.6452426466944672,119
Thierry Ascione,0.645157801656646,76
Alejandro Tabilo,0.6440874039203884,83
Sjeng Schalken,0.644036906375425,322
Julien Benneteau,0.6438890771451685,543
Ben Shelton,0.643728481653162,82
Nuno Borges,0.6428734384646282,66
Kevin Anderson,0.642614127500816,561
Maximo Gonzalez,0.6421190776169526,88
Reilly Opelka,0.641930815574307,164
Lorenzo Musetti,0.6415000140505802,199
Andrei Pavel,0.641293797739977,396
Victor Estrella,0.6411970100406686,141
Mischa Zverev,0.6409568618449553,272
Dennis Novak,0.6407808513582615,78
Tallon Griekspoor,0.6404865248109033,152
Mackenzie Mcdonald,0.6404040643306124,217
Jan Frode Andersen,0.6401482221291224,34
Juan Martin del Potro,0.6395776948225349,566
Frederico Gil,0.6395394334480765,143
Michael Berrer,0.6395377476116729,233
Miguel Gallardo Valles,0.6394930111348022,35
Juan Carlos Ferrero,0.6391512614923174,717
Ze Zhang,0.6391170054251122,55
Blaz Rola,0.6381864087621032,38
Francisco Clavet,0.6381303956042493,148
Nicolas Jarry,0.6380069977916384,208
Alex Kim,0.6378893892139089,33
Sergio Roitman,0.6378170291700803,87
Radu Albot,0.6377657912862478,224
Santiago Giraldo,0.6375940290753387,355
Ruben Bemelmans,0.6366266193836059,80
Alexandre Muller,0.6364565329323104,47
Filip Krajinovic,0.6360727587307173,249
Dimitar Kuzmanov,0.6359681677001822,37
Arthur Rinderknech,0.6358775329213585,126
Diego Schwartzman,0.6357660896944747,408
Magnus Larsson,0.6356672247735171,58
Hubert Hurkacz,0.6352896307594382,326
Brandon Nakashima,0.6351352915047038,136
Felix Auger Aliassime,0.6350697888358242,336
Pablo Andujar,0.6346205010943659,408
Victor Crivoi,0.6344820994240188,53
Marcelo Arevalo,0.6344696759055091,45
Tomas Machac,0.6343201690866996,58
Younes El Aynaoui,0.6343190152084796,299
Matteo Berrettini,0.6341509297612357,251
Karen Khachanov,0.6334921768444911,393
Pedro Cachin,0.633081459960976,70
Andrej Martin,0.6327152302216092,62
Zhizhen Zhang,0.6325565855499894,82
Ricardo Mello,0.6325092625474465,154
Joao Souza,0.6323104570897251,73
Peter Wessels,0.6319262432494618,70
Sebastian Korda,0.6314231214396817,180
Giovanni Lapentti,0.6312730594536541,51
Roberto Carballes Baena,0.6311818254671236,236
Blaz Kavcic,0.6310740995062202,145
Bob Bryan,0.6308572701666901,47
David Ferrer,0.630469497915558,1073
Byron Black,0.6301811347951134,87
Botic Van De Zandschulp,0.6299971501097061,164
Hyung Taik Lee,0.6298270567058586,302
Guillermo Coria,0.6297173084013746,335
Hyeon Chung,0.6295955277439016,108
Max Mirnyi,0.6287245175672802,441
Albert Costa,0.6285467586146758,286
Maximilian Marterer,0.6285448983423528,95
Daniel Altmaier,0.6281395178761852,108
Holger Rune,0.6277128624635729,190
Juncheng Shang,0.6274565309169148,31
Mohammad Ghareeb,0.627270844599686,42
Facundo Diaz Acosta,0.6271698462025925,30
Ryan Sweeting,0.626995377716158,92
Daniel Nestor,0.6269014226718981,37
Mark Nielsen,0.6266197409336949,33
Gregoire Barrere,0.6265412549164417,97
Daniel Elahi Galan,0.626024756135214,118
Milos Raonic,0.6259048566243851,535
Robin Vik,0.62496689915773,58
Yuki Bhambri,0.624718875578305,49
Albert Ramos,0.6243881584824541,546
Gerald Melzer,0.6242967869540105,38
Igor Andreev,0.6241324316609649,469
Brian Baker,0.6241010009970874,60
Carlos Taberner,0.6240733632271924,38
Olivier Patience,0.6240697239223054,79
Stefanos Tsitsipas,0.6240356579443153,464
Eduardo Schwank,0.623942041911153,105
Robby Ginepri,0.6239070369339443,393
Jan Hajek,0.6237558741509994,113
Roger Federer,0.6236008401046842,1450
Dominik Koepfer,0.6235049412699596,121
Ugo Humbert,0.6233358864390207,236
Jacobo Diaz,0.6232598055057269,44
Gael Monfils,0.6232245693655765,852
Michael Llodra,0.6229379527374772,410
Hernan Gumy,0.622922971162632,33
Mohamed Safwat,0.6226767265467986,35
Roman Safiullin,0.6226207780947237,80
Horacio Zeballos,0.6225614409684906,182
Chris Woodruff,0.6222693500351768,72
Jordan Thompson,0.6222109282123164,239
Radek Stepanek,0.6220318154725049,678
Gaston Gaudio,0.621912742125451,445
Christopher Oconnell,0.6218034590510914,96
Alexander Popp,0.6212500615198457,108
Prajnesh Gunneswaran,0.6211764287076245,37
Jose Rubin Statham,0.6211092761589605,46
Jo-Wilfried Tsonga,0.6209070710774693,660
Borna Coric,0.6209053747178174,354
Christopher Rungkat,0.6208333333333333,32
Tim Smyczek,0.6208120190759234,120
Andre Agassi,0.6206793870328705,358
Thanasi Kokkinakis,0.6206083320078671,143
Sergiy Stakhovsky,0.6204270721029048,374
Grigor Dimitrov,0.6204258275547462,656
Takao Suzuki,0.6199977433553111,63
Norbert Gombos,0.619969217149113,71
Lukasz Kubot,0.6198360828065109,229
John Millman,0.6197317226274422,261
Antonio Veic,0.6196612941234751,35
Rogerio Dutra Silva,0.6194947903207509,64
Gilles Elseneer,0.6193598581369774,42
Taro Daniel,0.6192882309090773,209
Magnus Gustafsson,0.6188386628906314,68
Jerzy Janowicz,0.6184128847609712,186
Jason Kubler,0.6183614586671063,62
Marsel Ilhan,0.6182303546505643,87
