Player,Second Serve Win %,num_matches
Roger Federer,0.6094541267433583,66
Rafael Nadal,0.6078404953075344,69
Novak Djokovic,0.5935838431921107,69
John Isner,0.5860329401503482,48
Milos Raonic,0.5723102076627581,38
Roberto Bautista Agut,0.5688187657734374,65
Philipp Kohlschreiber,0.5640622399758948,43
Dominic Thiem,0.5615471966024894,69
Stan Wawrinka,0.5601901246212774,53
Miomir Kecmanovic,0.5597502893028866,46
Daniil Medvedev,0.5594831065433059,80
Juan Ignacio Londero,0.5553244002607384,43
Matteo Berrettini,0.5504463595874554,68
Alex De Minaur,0.5471557214336605,62
Yoshihito Nishioka,0.5464332928370046,40
Reilly Opelka,0.5454203996420771,50
Albert Ramos,0.5434474168168685,54
Kei Nishikori,0.5423564961694385,43
John Millman,0.5411828404131875,49
Guido Pella,0.5379711567568649,62
Mikhail Kukushkin,0.5375098096047713,48
Borna Coric,0.5356470631872846,50
Leonardo Mayer,0.5354331870550763,34
Kyle Edmund,0.5336254164789549,39
Pablo Carreno Busta,0.5335612678285252,52
Adrian Mannarino,0.5332187116584011,53
Lucas Pouille,0.531442575985273,42
Jo-Wilfried Tsonga,0.5310097713863704,52
Karen Khachanov,0.5307932912348817,59
Nicolas Jarry,0.5306605208954381,40
Radu Albot,0.5296495710530569,57
Filip Krajinovic,0.5295329676181701,49
Stefanos Tsitsipas,0.5291868579446048,80
Pablo Cuevas,0.5274204299159142,47
Daniel Evans,0.5244475527562378,40
Steve Johnson,0.5238089462324828,35
Lorenzo Sonego,0.5228435399413256,43
Hubert Hurkacz,0.5224997142466389,49
Casper Ruud,0.5202723270129473,42
Denis Shapovalov,0.5201727552217871,67
Taylor Fritz,0.517699083151756,62
Ugo Humbert,0.5161794626158654,40
Nick Kyrgios,0.5153054015855615,38
Jan Lennard Struff,0.5149328679690903,64
Jordan Thompson,0.513938782014152,48
Pierre Hugues Herbert,0.5134032209389867,46
Cristian Garin,0.513235395643843,56
Andrey Rublev,0.5120077574308999,57
Gael Monfils,0.5102039980077794,58
Frances Tiafoe,0.5090196446128487,50
Diego Schwartzman,0.5077671539820076,66
Gilles Simon,0.5073896730479076,55
Dusan Lajovic,0.5061842883690902,48
David Goffin,0.5055774704558164,64
Nikoloz Basilashvili,0.5053099210138926,52
Alexei Popyrin,0.504673567161623,31
Roberto Carballes Baena,0.5022260601636197,39
Laslo Djere,0.5000554787301683,43
Robin Haase,0.4996850918249901,33
Grigor Dimitrov,0.49966983559921413,44
Federico Delbonis,0.49937884896434814,34
Marton Fucsovics,0.49691109006706075,49
Marco Cecchinato,0.4963537076234049,39
Fabio Fognini,0.49398847581831784,55
Sam Querrey,0.49384381799905014,41
Joao Sousa,0.49368234228137003,57
Fernando Verdasco,0.49364422626745963,53
Andreas Seppi,0.4931281348782585,43
Richard Gasquet,0.49277307218675687,35
Aljaz Bedene,0.491279415511354,38
Cameron Norrie,0.48805294260414755,46
Jeremy Chardy,0.485895441643217,55
Martin Klizan,0.4858751538781566,30
Jaume Munar,0.4844784800155169,39
Denis Kudla,0.48324569343127693,33
Felix Auger Aliassime,0.48228428321049943,57
Tennys Sandgren,0.4793157714242885,30
Marin Cilic,0.47717484458143217,42
Alexander Bublik,0.47285821920801635,30
Taro Daniel,0.46921030406141184,31
Damir Dzumhur,0.46870215405029925,35
Pablo Andujar,0.4678369172886541,33
Alexander Zverev,0.4606104925511553,69
Benoit Paire,0.4555904372814166,63
Peter Gojowczyk,0.45328970337500024,31
