Player,Break Point Save %,num_matches
Roger Federer,0.741207973574045,73
Andy Roddick,0.7335796478653622,64
Ivo Karlovic,0.7333333333333333,46
John Isner,0.7319374298540965,45
Jo-Wilfried Tsonga,0.731607499254558,75
Fernando Gonzalez,0.7179311665884555,55
Dmitry Tursunov,0.7143374599256952,31
Gael Monfils,0.7006099353321575,62
Gilles Simon,0.6919754724442224,74
Michael Llodra,0.6912863756613756,33
Marin Cilic,0.6907987714591488,69
Tommy Haas,0.6864064407814408,49
Stan Wawrinka,0.6835430983158256,51
Mischa Zverev,0.6824556253477821,39
Fernando Verdasco,0.6781106729970366,77
Andy Murray,0.6763781153487035,78
Nikolay Davydenko,0.6758841340808553,76
Novak Djokovic,0.6743348252276823,97
Juan Martin del Potro,0.6714948126586058,71
Andreas Beck,0.6707976707976708,44
Rafael Nadal,0.6683882194883058,82
Sam Querrey,0.6673363095238095,64
Robin Soderling,0.6665146744094113,72
Ivan Ljubicic,0.6664376981043648,55
Feliciano Lopez,0.6655356655356656,41
Jeremy Chardy,0.6625946904248791,63
Philipp Kohlschreiber,0.6604789305591097,67
Simone Bolelli,0.6575580984671894,39
Leonardo Mayer,0.6566540738954532,36
Marc Gicquel,0.6534387750872019,46
Viktor Troicki,0.6518000114684841,61
Radek Stepanek,0.6452585412491073,68
Jose Acasuso,0.6432454800101859,42
Pablo Cuevas,0.6416931216931216,34
Tomas Berdych,0.6387641738603277,62
James Blake,0.6374321219715956,45
Mardy Fish,0.6368464001276501,39
Tommy Robredo,0.636520609020609,71
Thomaz Bellucci,0.6363147605083089,39
Victor Hanescu,0.6353401983504025,60
Richard Gasquet,0.6328906757634827,38
Igor Andreev,0.630865875577414,60
Arnaud Clement,0.6302559776824482,34
Florent Serra,0.6258893034403238,53
Albert Montanes,0.6248399655501521,46
Lleyton Hewitt,0.6239867771117771,54
Ernests Gulbis,0.621343109295598,46
David Ferrer,0.6209870305624398,70
Marat Safin,0.6208427140492359,41
Marcos Baghdatis,0.6197094825390971,40
Benjamin Becker,0.6157389711737538,33
Juan Carlos Ferrero,0.6146717939271131,55
Denis Istomin,0.6140499533146592,34
Oscar Hernandez,0.6140126986876213,42
Juan Monaco,0.6119826391102986,62
Jurgen Melzer,0.6098157398157399,65
Sergiy Stakhovsky,0.6084574781943203,30
Teymuraz Gabashvili,0.6051995142904234,37
Janko Tipsarevic,0.6051601843363857,55
Nicolas Almagro,0.6039073588334671,54
Mikhail Youzhny,0.6028428929744719,70
Simon Greul,0.6027159054936833,30
Paul Henri Mathieu,0.601589946315625,57
Igor Kunitsyn,0.6008897425673742,47
Fabrice Santoro,0.6002820438881294,35
Yen Hsun Lu,0.598344877103047,33
Philipp Petzschner,0.5959749315012474,40
Julien Benneteau,0.5914373404373404,54
Robby Ginepri,0.5896197104331076,34
Jan Hernych,0.5896060168787441,35
Marcel Granollers,0.5856909902962535,41
Guillermo Garcia Lopez,0.5791244959065028,55
Rainer Schuettler,0.5769188990449379,46
Frederico Gil,0.5744018526276591,36
Dudi Sela,0.5604113628307177,40
Potito Starace,0.5587482733316067,40
Andreas Seppi,0.5510317182817183,55
Martin Vassallo Arguello,0.5330906013038977,41
Evgeny Korolev,0.5270365649675994,37
Fabio Fognini,0.522531692164045,46
Christophe Rochus,0.5122940247746749,43
