Winner,Hard
Nadal R.,7
Federer R.,6
Roddick A.,5
Verdasco F.,5
Tsonga J.W.,4
Djokovic N.,4
Simon G.,4
Del Potro J.M.,4
Robredo T.,3
Monfils G.,3
Murray A.,3
Gonzalez F.,3
Cilic M.,3
Blake J.,3
Berdych T.,3
Baghdatis M.,3
Safin M.,2
Haas T.,2
Santoro F.,2
Sela D.,2
Stepanek R.,2
Muller G.,2
Melzer J.,2
Lu Y.H.,2
Ancic M.,2
Almagro N.,2
Wawrinka S.,2
Fish M.,2
Gasquet R.,2
Ferrer D.,2
Delic A.,2
Andreev I.,2
Troicki V.,1
Beck A.,1
Tomic B.,1
Tipsarevic J.,1
Berrer M.,1
Bolelli S.,1
Canas G.,1
Chardy J.,1
Cipolla F.,1
Clement A.,1
Dabul B.,1
Nalbandian D.,1
De Chaunac S.,1
Soderling R.,1
Guccione C.,1
Gulbis E.,1
Kohlschreiber P.,1
Granollers M.,1
Hanescu V.,1
Hrbaty D.,1
Karanusic R.,1
Karlovic I.,1
Klein B.,1
Korolev E.,1
Fognini F.,1
Koubek S.,1
Ljubicic I.,1
Garcia-Lopez G.,1
Malisse X.,1
Mathieu P.H.,1
Mayer F.,1
Istomin D.,1
