Winner,Hard
Djokovic N.,7
Medvedev D.,6
Karatsev A.,5
Tsitsipas S.,5
Rublev A.,4
Dimitrov G.,4
Nadal R.,4
Zverev A.,4
Raonic M.,3
Thiem D.,3
Berrettini M.,3
Auger-Aliassime F.,3
Ruud C.,3
Mcdonald M.,3
Fognini F.,3
Lajovic D.,3
Schwartzman D.,2
Mannarino A.,2
Krajinovic F.,2
Kyrgios N.,2
Ymer M.,2
Martinez P.,2
Khachanov K.,2
Shapovalov D.,2
Norrie C.,2
Albot R.,2
Lopez F.,2
Carreno Busta P.,2
Harris L.,2
Fucsovics M.,2
Fritz T.,2
De Minaur A.,2
Sonego L.,1
Caruso S.,1
Ruusuvuori E.,1
Safiullin R.,1
Carballes Baena R.,1
Bublik A.,1
Tiafoe F.,1
Bolt A.,1
Popyrin A.,1
Tomic B.,1
Berankis R.,1
Vesely J.,1
Wawrinka S.,1
Andujar P.,1
Coric B.,1
Kecmanovic M.,1
Paul T.,1
Koepfer D.,1
O Connell C.,1
Cressy M.,1
Cuevas P.,1
Muller A.,1
Moutet C.,1
Monteiro T.,1
Mmoh M.,1
Duckworth J.,1
Machac T.,1
Alcaraz C.,1
Gerasimov E.,1
Humbert U.,1
Kokkinakis T.,1
Opelka R.,1
