Winner,Clay
Djokovic N.,7
Tsitsipas S.,6
Zverev A.,5
Nadal R.,5
Davidovich Fokina A.,4
Schwartzman D.,4
Berrettini M.,4
Medvedev D.,4
Struff J.L.,3
Garin C.,3
Federer R.,3
Delbonis F.,3
Sinner J.,3
Musetti L.,3
Nishikori K.,3
Carreno Busta P.,3
Isner J.,2
Norrie C.,2
Opelka R.,2
Ymer M.,2
Laaksonen H.,2
Ruud C.,2
Kwon S.W.,2
Kohlschreiber P.,2
Koepfer D.,2
Johnson S.,2
Alcaraz C.,2
Cecchinato M.,2
Giron M.,2
Djere L.,2
Berankis R.,2
Fognini F.,2
Harris L.,1
Nishioka Y.,1
Coria F.,1
Cilic M.,1
Paul T.,1
Pella G.,1
Safiullin R.,1
Cuevas P.,1
Seppi A.,1
Bedene A.,1
Bautista Agut R.,1
Basilashvili N.,1
Van De Zandschulp B.,1
Bagnis F.,1
Couacaud E.,1
Munar J.,1
De Minaur A.,1
Monteiro T.,1
Monfils G.,1
Mcdonald M.,1
Martinez P.,1
Majchrzak K.,1
Mager G.,1
Duckworth J.,1
Krajinovic F.,1
Fritz T.,1
Fucsovics M.,1
Andujar P.,1
Kecmanovic M.,1
Karatsev A.,1
Gasquet R.,1
Khachanov K.,1
