Winner,Hard
Davydenko N.,6
Nadal R.,5
Tipsarevic J.,4
Berdych T.,4
Roddick A.,4
Acasuso J.,3
Ancic M.,3
Tursunov D.,3
Andreev I.,3
Benneteau J.,3
Blake J.,3
Federer R.,3
Malisse X.,2
Mathieu P.H.,2
Minar I.,2
Soderling R.,2
Santoro F.,2
Sela D.,2
Johansson T.,2
Stepanek R.,2
Kiefer N.,2
Youzhny M.,2
Anderson K.,2
Bolelli S.,2
Canas G.,2
Gulbis E.,1
Grosjean S.,1
Warburg S.,1
Tsonga J.W.,1
Troicki V.,1
Becker B.,1
Sweeting R.,1
Berrer M.,1
Seppi A.,1
Cilic M.,1
Clement A.,1
Reynolds B.,1
Querrey S.,1
Cuevas P.,1
Moya C.,1
Montanes A.,1
Monfils G.,1
Monaco J.,1
Del Potro J.M.,1
Melzer J.,1
Ferrero J.C.,1
Gonzalez F.,1
Almagro N.,1
Lopez F.,1
Mahut N.,1
