Winner,Clay
Simon G.,5
Moya C.,4
Acasuso J.,3
Gasquet R.,3
Gabashvili T.,2
Garcia-Lopez G.,2
Navarro-Pastor I.,2
Serra F.,2
Almagro N.,1
Andujar P.,1
Crivoi V.,1
Cruciat A.,1
Gremelmayr D.,1
Montanes A.,1
Starace P.,1
Vassallo-Arguello M.,1
