Winner,Clay
Gonzalez F.,5
Bolelli S.,4
El Aynaoui Y.,3
Mathieu P.H.,3
Cilic M.,2
Del Potro J.,2
Lee H.T.,2
Safin M.,2
Andreev I.,1
Berrer M.,1
Darcis S.,1
Naso G.,1
Petzschner P.,1
Seppi A.,1
Silva J.,1
Vliegen K.,1
