Winner,Hard
Djokovic N.,7
Tsonga J.W.,6
Nadal R.,5
Federer R.,5
Nieminen J.,4
Ferrer D.,4
Youzhny M.,4
Blake J.,4
Ferrero J.C.,3
Berdych T.,3
Davydenko N.,3
Kohlschreiber P.,3
Hewitt L.,3
Mathieu P.H.,3
Cilic M.,3
Gasquet R.,3
Baghdatis M.,2
Monaco J.,2
Simon G.,2
Nalbandian D.,2
Tipsarevic J.,2
Spadea V.,2
Querrey S.,2
Roddick A.,2
Karlovic I.,2
Andreev I.,2
Koubek S.,2
Grosjean S.,2
Fish M.,2
Garcia-Lopez G.,2
Gicquel M.,2
Gonzalez F.,2
Capdeville P.,1
Schuettler R.,1
Sela D.,1
Seppi A.,1
Serra F.,1
Calleri A.,1
Safin M.,1
Bolelli S.,1
Berrer M.,1
Tursunov D.,1
Verdasco F.,1
Vliegen K.,1
Warburg S.,1
Wawrinka S.,1
Santoro F.,1
Hernandez O.,1
Russell M.,1
Del Potro J.M.,1
Istomin D.,1
Delic A.,1
Falla A.,1
Melzer J.,1
Mahut N.,1
Luczak P.,1
Lopez F.,1
Levine J.,1
Lee H.T.,1
Gremelmayr D.,1
Korolev E.,1
Haase R.,1
Jones A.,1
Robredo T.,1
