Winner,Hard
Nadal R.,7
Medvedev D.,6
Tsitsipas S.,5
Berrettini M.,5
Auger-Aliassime F.,4
Sinner J.,4
Shapovalov D.,4
Monfils G.,4
Zverev A.,3
De Minaur A.,3
Mannarino A.,3
Fritz T.,3
Kecmanovic M.,3
Cressy M.,3
Cilic M.,3
Carreno Busta P.,3
Karatsev A.,2
Opelka R.,2
O Connell C.,2
Rublev A.,2
Sonego L.,2
Van De Zandschulp B.,2
Alcaraz C.,2
Korda S.,2
Khachanov K.,2
Paire B.,2
Albot R.,2
Evans D.,2
Garin C.,2
Andujar P.,2
Bautista Agut R.,2
Daniel T.,2
Rinderknech A.,1
Dimitrov G.,1
Davidovich Fokina A.,1
Otte O.,1
Paul T.,1
Johnson S.,1
Bublik A.,1
Murray A.,1
Bonzi B.,1
Berankis R.,1
Tiafoe F.,1
Baez S.,1
Vukic A.,1
Schwartzman D.,1
Moutet C.,1
Hurkacz H.,1
Lajovic D.,1
Koepfer D.,1
Kohlschreiber P.,1
Hanfmann Y.,1
Griekspoor T.,1
Kwon S.W.,1
Kyrgios N.,1
Machac T.,1
Molcan A.,1
Majchrzak K.,1
Gombos N.,1
Martinez P.,1
Mcdonald M.,1
Gasquet R.,1
Millman J.,1
Kozlov S.,1
