,player,pts_won,net_pts,net_efficiency
0,Nikolay Davydenko,106,143,74.12587412587412
1,Rafael Nadal,213,289,73.70242214532871
2,Roger Federer,817,1130,72.30088495575221
3,Marcos Baghdatis,101,144,70.13888888888889
4,Novak Djokovic,68,100,68.0
5,David Nalbandian,104,154,67.53246753246754
6,James Blake,131,200,65.5
7,Lleyton Hewitt,110,178,61.79775280898876
8,Andy Murray,94,154,61.038961038961034
9,Andy Roddick,180,303,59.4059405940594
