,player,passed_at_net,net_pts,passing_shot
0,Coco Gauff,10,38,26.31578947368421
1,Kiki Bertens,12,76,15.789473684210526
2,Andrea Petkovic,8,69,11.594202898550725
3,Monica Niculescu,5,45,11.11111111111111
4,Karolina Pliskova,4,48,8.333333333333332
5,Taylor Townsend,3,55,5.454545454545454
6,Sloane Stephens,2,37,5.405405405405405
7,Elina Svitolina,2,40,5.0
8,Serena Williams,4,80,5.0
9,Barbora Strycova,2,41,4.878048780487805
