Winner,Grass
Kvitova P.,9
Zahlavova Strycova B.,9
Vandeweghe C.,8
Keys M.,8
Kerber A.,8
Ivanovic A.,7
Wozniacki C.,6
Halep S.,6
Makarova E.,6
Davis L.,6
Koukalova K.,6
Bouchard E.,6
Flipkens K.,5
Safarova L.,5
Zheng J.,5
Dellacqua C.,5
Shvedova Y.,5
Riske A.,4
Giorgi C.,4
Lisicki S.,4
Watson H.,4
Zhang S.,4
Cornet A.,4
Diyas Z.,3
Lepchenko V.,3
Peng S.,3
Date Krumm K.,3
Cetkovska P.,3
Radwanska A.,3
Rybarikova M.,3
Sharapova M.,3
Smitkova T.,3
Stephens S.,3
Barthel M.,3
Petkovic A.,3
Bencic B.,3
Pennetta F.,2
Konjuh A.,2
Wozniak A.,2
Williams V.,2
Hantuchova D.,2
Jovanovski B.,2
Williams S.,2
Wickmayer Y.,2
Svitolina E.,2
Konta J.,2
Vesnina E.,2
Li N.,2
Suarez Navarro C.,2
Meusburger Y.,2
Muguruza G.,2
Garcia C.,2
Larcherde Brito M.,2
Zvonareva V.,2
Cibulkova D.,2
Duval V.,2
Beck A.,2
Babos T.,2
Gajdosova J.,1
Krajicek M.,1
Van Uytvanck A.,1
Tsurenko L.,1
Kichenok N.,1
King V.,1
Kirilenko M.,1
Stosur S.,1
Broady N.,1
Schiavone F.,1
Kanepi K.,1
Scheepers C.,1
Dominguez Lino L.,1
Doi M.,1
Razzano V.,1
Puig M.,1
Pliskova Ka.,1
Mchale C.,1
Nara K.,1
Peer S.,1
Pavlyuchenkova A.,1
Vekic D.,1
Soler Espinosa S.,1
Bacsinszky T.,1
Hercog P.,1
Begu I.,1
Azarenka V.,1
Cepelova J.,0
Zhang L.,0
Pliskova Kr.,0
Zhang K.L.,0
Putintseva Y.,0
Bellis C.,0
Aoyama S.,0
Zanevska M.,0
Cepede Royg V.,0
Rodionova An.,0
Zakopalova K.,0
Rogers S.,0
Radwanska U.,0
Piter K.,0
Cadantu A.,0
Pironkova T.,0
Pfizenmaier D.,0
Petrova N.,0
Chan Y.J.,0
Peterson R.,0
Pervak K.,0
Pereira T.,0
Zhao C.,0
Amanmuradova A.,0
Cirstea S.,0
Zheng S.,0
Zhu L.,0
Paszek T.,0
Rogowska O.,0
Arruabarrena L.,0
Cabeza-Candela E.,0
Vickery S.,0
Bertens K.,0
Vinci R.,0
Voegele S.,0
Townsend T.,0
Voskoboeva G.,0
Torro Flor M.T.,0
Wang Q.,0
Wang Y.,0
Tomljanovic A.,0
Bogdan A.,0
Boserup J.,0
Barty A.,0
Brengle M.,0
Soler Espinosa S..,0
Panova A.,0
Siniakova K.,0
Siegemund L.,0
Burnett N.,0
Buyukakcay C.,0
Shapatava S.,0
Schmiedlova A.,0
Xu Y.F.,0
Savchuk O.,0
Sasnovich A.,0
Sanders S.,0
Parmentier P.,0
Niculescu M.,0
Oudin M.,0
Eguchi M.,0
Falconi I.,0
Jabeur O.,0
Jaksic J.,0
Jankovic J.,0
Errani S.,0
Karatantcheva S.,0
Erakovic M.,0
Khromacheva I.,0
Kovinic D.,0
Kichenok L.,0
Kiick A.,0
Kleybanova A.,0
Knapp K.,0
Duque Marino M.,0
Kontaveit A.,0
Kostova E.,0
Ishizu S.,0
Irigoyen M.,0
Hsieh S.W.,0
Hradecka L.,0
Gatto-Monticone G.,0
Gavrilova D.,0
Gibbs N.,0
Friedsam A.L.,0
Glushko J.,0
Goerges J.,0
Golubic V.,0
Govortsova O.,0
Fichman S.,0
Hampton J.,0
Han N.L.,0
Feuerstein C.,0
Hlavackova A.,0
Hogenkamp R.,0
Hozumi E.,0
Dulgheru A.,0
Kozlova K.,0
Ostapenko J.,0
Mladenovic K.,0
Malek T.,0
Martic P.,0
Mattek-Sands B.,0
Mayr P.,0
Diatchenko V.,0
Min G.,0
Minella M.,0
Morita A.,0
Krejcikova B.,0
Moser L.M.,0
Dabrowski G.,0
Muhammad A.,0
Garcia Vidagany B.,0
Oprandi R.,0
Ormaechea P.,0
Osaka N.,0
Dinu C.,0
Majeric T.,0
Lucic M.,0
Lizarazo Y.,0
Krunic A.,0
Kucova K.,0
Kudryavtseva A.,0
Kulichkova E.,0
Kumkhum L.,0
Kuwata H.,0
Kuznetsova S.,0
Duan Y.Y.,0
Allertova D.,0
Larsson J.,0
Lertpitaksinchai N.,0
Dolonc V.,0
Lim A.,0
Linette M.,0
Liu F.,0
Abduraimova N.,0
