Winner,Hard
Badosa P.,6
Azarenka V.,5
Rogers S.,4
Jabeur O.,4
Ostapenko J.,4
Pegula J.,3
Tomljanovic A.,3
Kontaveit A.,3
Kerber A.,3
Kalinskaya A.,3
Sasnovich A.,3
Krejcikova B.,2
Golubic V.,2
Putintseva Y.,2
Anisimova A.,2
Haddad Maia B.,2
Svitolina E.,2
Fernandez L.A.,2
Begu I.,2
Swiatek I.,2
Paolini J.,2
Samsonova L.,1
Stephens S.,1
Rus A.,1
Sevastova A.,1
Siniakova K.,1
Riske A.,1
Trevisan M.,1
Yastremska D.,1
Pliskova Ka.,1
Sherif M.,1
Pavlyuchenkova A.,1
Sharma A.,1
Andreescu B.,1
Martincova T.,1
Gauff C.,1
Cirstea S.,1
Collins D.,1
Cornet A.,1
Davis L.,1
Diyas Z.,1
Doi M.,1
Frech M.,1
Garcia C.,1
Halep S.,1
Martic P.,1
Hsieh S.W.,1
Kasatkina D.,1
Keys M.,1
Konjuh A.,1
Kostyuk M.,1
Kudermetova V.,1
Kvitova P.,1
Linette M.,1
Zidansek T.,1
