Winner,Hard
Barty A.,6
Andreescu B.,5
Sevastova A.,4
Svitolina E.,4
Sakkari M.,4
Sorribes Tormo S.,4
Osaka N.,3
Sabalenka A.,3
Konjuh A.,3
Kalinskaya A.,2
Pegula J.,2
Ostapenko J.,2
Muguruza G.,2
Kvitova P.,2
Samsonova L.,2
Mertens E.,2
Jabeur O.,2
Azarenka V.,2
Stojanovic N.,2
Vondrousova M.,2
Siegemund L.,1
Rogers S.,1
Zarazua R.,1
Wang Xin.,1
Wang Q.,1
Podoroska N.,1
Tomljanovic A.,1
Pironkova T.,1
Rus A.,1
Rybakina E.,1
Swiatek I.,1
Stephens S.,1
Sanders S.,1
Pliskova Ka.,1
Alexandrova E.,1
Petkovic A.,1
Martincova T.,1
Anisimova A.,1
Badosa P.,1
Bencic B.,1
Boulter K.,1
Cirstea S.,1
Collins D.,1
Cornet A.,1
Diyas Z.,1
Garcia C.,1
Halep S.,1
Kanepi K.,1
Kenin S.,1
Kerber A.,1
Konta J.,1
Kontaveit A.,1
Krejcikova B.,1
Kucova K.,1
Kudermetova V.,1
Linette M.,1
Zheng S.,1
