,player,pts_won,net_pts,net_efficiency
0,Daniil Medvedev,43,53,81.13207547169812
1,Maxime Cressy,121,157,77.07006369426752
2,Botic Van De Zandschulp,170,222,76.57657657657657
3,Reilly Opelka,45,61,73.77049180327869
4,Feliciano Lopez,67,92,72.82608695652173
5,Ivo Karlovic,91,125,72.8
6,Jan Lennard Struff,36,50,72.0
7,Novak Djokovic,120,170,70.58823529411765
8,Stefanos Tsitsipas,53,79,67.08860759493672
9,Felix Auger Aliassime,44,69,63.76811594202898
