Winner,Hard
Federer R.,7
Murray A.,6
Cilic M.,5
Tsonga J.W.,5
Davydenko N.,4
Djokovic N.,4
Roddick A.,4
Nadal R.,4
Isner J.,3
Del Potro J.M.,3
Almagro N.,3
Kubot L.,3
Karlovic I.,3
Verdasco F.,3
Hewitt L.,3
Gonzalez F.,3
Kohlschreiber P.,2
Baghdatis M.,2
Koubek S.,2
Monfils G.,2
Ljubicic I.,2
Lopez F.,2
Mayer F.,2
Monaco J.,2
Montanes A.,2
Serra F.,2
Wawrinka S.,2
Istomin D.,2
Korolev E.,2
Youzhny M.,2
Haas T.,2
Falla A.,2
Tipsarevic J.,1
Berrer M.,1
Schuettler R.,1
Sergeyev I.,1
Berdych T.,1
Sorensen L.,1
Tomic B.,1
Odesnik W.,1
Troicki V.,1
Benneteau J.,1
Veic A.,1
Bellucci T.,1
Becker B.,1
Young D.,1
Robert S.,1
Ilhan M.,1
Nieminen J.,1
Hanescu V.,1
Chiudinelli M.,1
Dent T.,1
Dodig I.,1
Ferrer D.,1
Marchenko I.,1
Gicquel M.,1
Llodra M.,1
Giraldo S.,1
Lacko L.,1
Kunitsyn I.,1
Golubev A.,1
Granollers M.,1
Hajek J.,1
Blake J.,1
