Winner,Grass
Nadal R.,7
Berdych T.,6
Djokovic N.,5
Murray A.,5
Tsonga J.W.,4
Lu Y.H.,4
Soderling R.,4
Federer R.,4
Roddick A.,3
Hewitt L.,3
Ferrer D.,3
Querrey S.,3
Melzer J.,3
Brands D.,3
Benneteau J.,3
Mathieu P.H.,3
Petzschner P.,2
Montanes A.,2
Mayer F.,2
Kamke T.,2
Istomin D.,2
Lopez F.,2
Hanescu V.,2
Monfils G.,2
Kohlschreiber P.,2
Fognini F.,2
De Bakker T.,2
Simon G.,2
Clement A.,2
Chardy J.,2
Bellucci T.,2
Malisse X.,2
Przysiezny M.,1
Reister J.,1
Nieminen J.,1
Marchenko I.,1
Russell M.,1
Schuettler R.,1
Seppi A.,1
Serra F.,1
Troicki V.,1
Beck A.,1
Luczak P.,1
Llodra M.,1
Becker B.,1
Berankis R.,1
Bozoljac I.,1
Davydenko N.,1
Dent T.,1
Dodig I.,1
Dolgopolov O.,1
Evans B.,1
Fischer M.,1
Fish M.,1
Gabashvili T.,1
Granollers M.,1
Haase R.,1
Ilhan M.,1
Isner J.,1
Beck K.,1
Korolev E.,1
Kubot L.,1
Lacko L.,1
Youzhny M.,1
