,player,passed_at_net,net_pts,passing_shot
0,Ivan Lendl,28,186,15.053763440860216
1,Jim Courier,35,260,13.461538461538462
2,Boris Becker,97,725,13.379310344827585
3,John Mcenroe,42,349,12.034383954154727
4,Andre Agassi,43,358,12.011173184357542
5,Goran Ivanisevic,69,597,11.557788944723619
6,Pete Sampras,77,777,9.90990990990991
7,Stefan Edberg,225,2303,9.769865392965697
8,Michael Stich,22,252,8.73015873015873
9,Richard Krajicek,38,446,8.520179372197308
