Winner,Grass
Tsonga J.W.,10
Murray A.,10
Nadal R.,8
Malisse X.,7
Seppi A.,7
Djokovic N.,7
Rochus O.,7
Berdych T.,6
Tipsarevic J.,6
Isner J.,6
Bogomolov A.,6
Tursunov D.,6
Roddick A.,5
Kamke T.,5
Del Potro J.M.,5
Monfils G.,5
Kohlschreiber P.,5
Baghdatis M.,5
Dodig I.,5
Lopez F.,5
Llodra M.,5
Kunitsyn I.,5
Nalbandian D.,4
Tomic B.,4
Anderson K.,4
Dimitrov G.,4
Benneteau J.,4
Stepanek R.,4
Mannarino A.,4
Fish M.,4
Petzschner P.,4
Federer R.,4
Ward J.,4
Lu Y.H.,3
Ebden M.,3
Mayer F.,3
Troicki V.,3
Ferrer D.,3
Verdasco F.,3
Youzhny M.,3
Yani M.,3
Ljubicic I.,3
Mahut N.,3
Kubot L.,3
Raonic M.,3
Young D.,3
Gasquet R.,3
Schuettler R.,3
Hewitt L.,3
Nishikori K.,3
Haase R.,3
Querrey S.,2
Gremelmayr D.,2
Haider-Maurer A.,2
Gonzalez F.,2
Kudla D.,2
Almagro N.,2
Roger-Vasselin E.,2
Melzer J.,2
Giraldo S.,2
Simon G.,2
Soderling R.,2
Muller G.,2
Clement A.,2
Andreev I.,2
Beck K.,2
Gabashvili T.,2
Bellucci T.,2
Cilic M.,2
Devvarman S.,2
Berrer M.,2
Bolelli S.,2
Sela D.,1
Wang J.,1
Karlovic I.,1
Marchenko I.,1
Wawrinka S.,1
Berlocq C.,1
Bozoljac I.,1
Marti J.,1
Russell M.,1
Kukushkin M.,1
Bemelmans R.,1
Zemlja G.,1
Bachinger M.,1
Chela J.I.,1
Istomin D.,1
Gimeno-Traver D.,1
Haas T.,1
Stakhovsky S.,1
Garcia-Lopez G.,1
Sweeting R.,1
Mello R.,1
Dolgopolov O.,1
Volandri F.,1
De Voest R.,1
Nieminen J.,1
Hanescu V.,1
Harrison R.,1
Hernych J.,1
Huta Galung J.,1
Ilhan M.,1
Robert S.,0
Reister J.,0
Ramos-Vinolas A.,0
Rieschick S.,0
Ramos A.,0
Robredo T.,0
Riba P.,0
Ramirez-Hidalgo R.,0
Renavand N.,0
Acasuso J.,0
Rodrigues M.,0
Rosol L.,0
Zhang Z.,0
Zeballos H.,0
Zampieri C.,0
Wolmarans F.,0
Veic A.,0
Van Der Merwe I.,0
Vagnozzi S.,0
Ungur A.,0
Udomchoke D.,0
Thiem D.,0
Teixeira M.,0
Sugita Y.,0
Stebe C.M.,0
Starace P.,0
Souza J.,0
Sousa J.,0
Soeda G.,0
Sock J.,0
Smyczek T.,0
Sijsling I.,0
Serra F.,0
Schwank E.,0
Schoorel T.,0
Ryderstedt M.,0
Rufin G.,0
Ram R.,0
Lacko L.,0
Przysiezny M.,0
Cuevas P.,0
Gil F.,0
Giannessi A.,0
Fognini F.,0
Ferrero J.C.,0
Falla A.,0
Dutra Da Silva R.,0
Duclos P.L.,0
Del Bonis F.,0
De Bakker T.,0
Davydenko N.,0
Dasnieres de Veigy J.,0
Darcis S.,0
Dancevic F.,0
Dabul B.,0
Crivoi V.,0
Pospisil V.,0
Copil M.,0
Cipolla F.,0
Chiudinelli M.,0
Chardy J.,0
Cervenak P.,0
Bubka S.,0
Brzezicki J.P.,0
Brown D.,0
Brands D.,0
Blake J.,0
Berankis R.,0
Bedene A.,0
Becker B.,0
Andujar P.,0
Ginepri R.,0
Goffin D.,0
Golubev A.,0
Gonzalez M.,0
Phau B.,0
Paire B.,0
Olaso G.,0
Navarro-Pastor I.,0
Naso G.,0
Montanes A.,0
Monaco J.,0
Mayer L.,0
Matosevic M.,0
Machado R.,0
Luczak P.,0
Lorenzi P.,0
Lisnard J.R.,0
Lammer M.,0
Lajovic D.,0
Kuznetsov An.,0
Kudryavtsev A.,0
Kosakowski D.,0
Knittel B.,0
Kendrick R.,0
Kavcic B.,0
Junqueira D.,0
Jaziri M.,0
Ito T.,0
Gulbis E.,0
Guccione C.,0
Greul S.,0
Granollers M.,0
Gonzalez S.,0
Zverev M.,0
