,player,passed_at_net,net_pts,passing_shot
0,Monica Niculescu,8,24,33.33333333333333
1,Petra Kvitova,7,32,21.875
2,Iga Swiatek,5,23,21.73913043478261
3,Elena Rybakina,8,37,21.62162162162162
4,Saisai Zheng,6,28,21.428571428571427
5,Victoria Azarenka,10,54,18.51851851851852
6,Caroline Wozniacki,6,42,14.285714285714285
7,Kiki Bertens,5,54,9.25925925925926
8,Karolina Muchova,3,38,7.894736842105263
9,Svetlana Kuznetsova,1,23,4.3478260869565215
10,Lucie Safarova,1,28,3.571428571428571
