Winner,Hard
Federer R.,6
Auger-Aliassime F.,5
Isner J.,5
Shapovalov D.,4
Bautista Agut R.,3
Tiafoe F.,3
Coric B.,3
Anderson K.,3
Thompson J.,3
Ramos-Vinolas A.,2
Lajovic D.,2
Kyrgios N.,2
Ferrer D.,2
Krajinovic F.,2
Opelka R.,2
Hurkacz H.,2
Haase R.,2
Goffin D.,2
Rublev A.,2
Mayer L.,2
Medvedev D.,2
Edmund K.,2
Djokovic N.,2
Sousa J.,2
Delbonis F.,2
Chardy J.,2
Basilashvili N.,2
Tsitsipas S.,2
Sonego L.,1
Raonic M.,1
Tipsarevic J.,1
Tomic B.,1
Munar J.,1
Albot R.,1
Ivashka I.,1
Mcdonald M.,1
Marterer M.,1
Mannarino A.,1
Lopez F.,1
Kecmanovic M.,1
Fognini F.,1
Evans D.,1
Dzumhur D.,1
Dimitrov G.,1
Cecchinato M.,1
Carballes Baena R.,1
Bublik A.,1
Andujar P.,1
Andreozzi G.,1
Zverev M.,1
