Winner,Hard
Nadal R.,7
Medvedev D.,6
Berrettini M.,5
Dimitrov G.,5
Wawrinka S.,4
Schwartzman D.,4
Monfils G.,4
Federer R.,4
Andujar P.,3
De Minaur A.,3
Rublev A.,3
Koepfer D.,3
Goffin D.,3
Djokovic N.,3
Zverev A.,3
Cilic M.,3
Lorenzi P.,2
Kyrgios N.,2
Basilashvili N.,2
Shapovalov D.,2
Bedene A.,2
Sandgren T.,2
Popyrin A.,2
Nishikori K.,2
Bublik A.,2
Carreno Busta P.,2
Majchrzak K.,2
Lopez F.,2
Kudla D.,2
Isner J.,2
Evans D.,2
Chung H.,2
Fabbiano T.,1
Pouille L.,1
Berankis R.,1
Dzumhur D.,1
Copil M.,1
Simon G.,1
Klahn B.,1
Sonego L.,1
Stebe C.M.,1
Struff J.L.,1
Thompson J.,1
Tiafoe F.,1
Verdasco F.,1
Coric B.,1
Pospisil V.,1
Opelka R.,1
Paire B.,1
Chardy J.,1
Nishioka Y.,1
Garin C.,1
Brooksby J.,1
Gerasimov E.,1
Hoang A.,1
Dellien H.,1
Londero J.I.,1
Lajovic D.,1
Laaksonen H.,1
Kecmanovic M.,1
Kukushkin M.,1
Barrere G.,1
Kokkinakis T.,1
Cuevas P.,1
