Winner,Hard
Thiem D.,6
Federer R.,5
Hurkacz H.,4
Raonic M.,4
Nadal R.,4
Karlovic I.,3
Kecmanovic M.,3
Khachanov K.,3
Kohlschreiber P.,3
Monfils G.,3
Krajinovic F.,3
Struff J.L.,3
Nishioka Y.,3
Isner J.,2
Ramos-Vinolas A.,2
Shapovalov D.,2
Wawrinka S.,2
Albot R.,2
Edmund K.,2
Auger-Aliassime F.,2
Gunneswaran P.,2
Giron M.,2
Rublev A.,1
Pella G.,1
Popyrin A.,1
Querrey S.,1
Djokovic N.,1
Djere L.,1
Cilic M.,1
Schwartzman D.,1
Nishikori K.,1
Simon G.,1
Carballes Baena R.,1
Bolt A.,1
Thompson J.,1
Donaldson J.,1
Jarry N.,1
Jaziri M.,1
Fratangelo B.,1
Medvedev D.,1
Mcdonald M.,1
Mayer L.,1
Marterer M.,1
Mannarino A.,1
Lopez F.,1
Lajovic D.,1
Andreozzi G.,1
Klizan M.,1
Gojowczyk P.,1
Haase R.,1
Johnson S.,1
Zverev A.,1
