Winner,Hard
Djokovic N.,7
Nadal R.,6
Tsitsipas S.,5
Pouille L.,5
Nishikori K.,4
Bautista Agut R.,4
Raonic M.,4
Tiafoe F.,4
Medvedev D.,3
Federer R.,3
Dimitrov G.,3
Zverev A.,3
Coric B.,3
Cilic M.,3
Berdych T.,3
Carreno Busta P.,3
Herbert P.H.,2
Basilashvili N.,2
Popyrin A.,2
Bolt A.,2
Krajinovic F.,2
Schwartzman D.,2
Khachanov K.,2
Seppi A.,2
Shapovalov D.,2
Sousa J.,2
Goffin D.,2
Fritz T.,2
Fognini F.,2
Verdasco F.,2
De Minaur A.,2
Fabbiano T.,2
Troicki V.,1
Simon G.,1
Thiem D.,1
Wawrinka S.,1
Thompson J.,1
Travaglia S.,1
Tsonga J.W.,1
Opelka R.,1
Nishioka Y.,1
Albot R.,1
Monfils G.,1
Millman J.,1
Chardy J.,1
Chung H.,1
Copil M.,1
Cuevas P.,1
Daniel T.,1
Donskoy E.,1
Ebden M.,1
Evans D.,1
Fucsovics M.,1
Haase R.,1
Harrison R.,1
Ivashka I.,1
Karlovic I.,1
Anderson K.,1
Kudla D.,1
Laaksonen H.,1
Marterer M.,1
Mayer L.,1
Mcdonald M.,1
Kohlschreiber P.,1
