,player,pts_won,net_pts,net_efficiency
0,Novak Djokovic,24,30,80.0
1,Jannik Sinner,42,53,79.24528301886792
2,Botic Van De Zandschulp,31,40,77.5
3,Hubert Hurkacz,53,69,76.81159420289855
4,Filip Krajinovic,29,38,76.31578947368422
5,Lorenzo Musetti,22,32,68.75
6,Roberto Bautista Agut,21,32,65.625
7,Daniil Medvedev,38,58,65.51724137931035
8,Holger Rune,25,41,60.97560975609756
9,Alexander Zverev,29,49,59.183673469387756
