Winner,Clay
Schiavone F.,7
Stosur S.,6
Jankovic J.,5
Dementieva E.,5
Petrova N.,4
Wozniacki C.,4
Williams S.,4
Shvedova Y.,4
Peer S.,3
Williams V.,3
Pennetta F.,3
Groth J.,3
Scheepers C.,3
Kirilenko M.,3
Henin J.,3
Hantuchova D.,3
Amanmuradova A.,2
Kuznetsova S.,2
Pavlyuchenkova A.,2
Rodionova An.,2
Pivovarova A.,2
Rezai A.,2
Sharapova M.,2
Wickmayer Y.,2
Wozniak A.,2
Kleybanova A.,2
Li N.,2
Dulgheru A.,2
Bartoli M.,2
Bondarenko A.,2
Cibulkova D.,2
Hercog P.,2
Kerber A.,1
Cohen Aloro S.,1
Sanchez O.,1
De Los Rios R.,1
Date Krumm K.,1
Craybas J.,1
Vinci R.,1
Szavay A.,1
Rybarikova M.,1
Bondarenko K.,1
Bammer S.,1
Zakopalova K.,1
Zheng J.,1
Safarova L.,1
Dulko G.,1
Kanepi K.,1
Meusburger Y.,1
Ivanovic A.,1
Larsson J.,1
Lepchenko V.,1
Bacsinszky T.,1
Mattek-Sands B.,1
Medina Garrigues A.,1
Parra Santonja A.,1
Ferguson S.,1
Govortsova O.,1
Goerges J.,1
Petkovic A.,1
Garbin T.,1
Flipkens K.,1
Radwanska A.,1
Zvonareva V.,1
