Winner,Hard
Jankovic J.,6
Wozniacki C.,5
Stosur S.,4
Radwanska A.,4
Martinez-Sanchez M.J.,3
Molik A.,3
Dementieva E.,3
Kleybanova A.,3
Suarez Navarro C.,3
Zheng J.,3
Sevastova A.,2
Vinci R.,2
Wickmayer Y.,2
Petrova N.,2
Peng S.,2
Peer S.,2
Baltacha E.,2
Rezai A.,2
Zvonareva V.,2
Bartoli M.,2
Flipkens K.,2
Craybas J.,2
Errani S.,2
Henin J.,1
Clijsters K.,1
Schnyder P.,1
Coin J.,1
Sharapova M.,1
Sprem K.,1
Stephens S.,1
Szavay A.,1
Cirstea S.,1
Tanasugarn T.,1
Chan Y.J.,1
Chakvetadze A.,1
Zahlavova Strycova B.,1
Bammer S.,1
Schiavone F.,1
Razzano V.,1
Hercog P.,1
Date Krumm K.,1
Pironkova T.,1
Dulgheru A.,1
Pennetta F.,1
Dulko G.,1
Dushevina V.,1
Pavlyuchenkova A.,1
Mattek-Sands B.,1
Martic P.,1
Kvitova P.,1
Goerges J.,1
Kirilenko M.,1
King V.,1
Govortsova O.,1
Azarenka V.,1
