Winner,Hard
Williams S.,7
Henin J.,6
Li N.,5
Zheng J.,5
Williams V.,4
Petrova N.,4
Azarenka V.,4
Kirilenko M.,4
Wozniacki C.,3
Wickmayer Y.,3
Stosur S.,3
Schiavone F.,3
Safina D.,3
Kuznetsova S.,3
Zvonareva V.,3
Bondarenko A.,3
Dulko G.,2
Dellacqua C.,2
Baltacha E.,2
Bartoli M.,2
Vinci R.,2
Suarez Navarro C.,2
Brianti A.,2
Radwanska A.,2
Errani S.,2
Clijsters K.,2
Kleybanova A.,2
Peer S.,2
Hantuchova D.,2
Garbin T.,2
Kerber A.,2
Jankovic J.,2
King V.,1
Sprem K.,1
Hercog P.,1
Dementieva E.,1
Szavay A.,1
Tanasugarn T.,1
Benesova I.,1
Voegele S.,1
Bondarenko K.,1
Goerges J.,1
Barrois K.,1
Bammer S.,1
Zahlavova S.,1
Zahlavova Strycova B.,1
Shvedova Y.,1
Ivanovic A.,1
Kudryavtseva A.,1
Rezai A.,1
Pironkova T.,1
Cirstea S.,1
Petkovic A.,1
Pennetta F.,1
Kanepi K.,1
Pavlyuchenkova A.,1
O'Brien K.,1
Meusburger Y.,1
Martinez-Sanchez M.J.,1
Makarova E.,1
Lisicki S.,1
Kvitova P.,1
Coin J.,1
Arvidsson S.,1
