Winner,Hard
Clijsters K.,7
Zvonareva V.,6
Wozniacki C.,5
Williams V.,5
Cibulkova D.,4
Schiavone F.,4
Kanepi K.,4
Stosur S.,4
Petkovic A.,3
Kuznetsova S.,3
Ivanovic A.,3
Pavlyuchenkova A.,3
Dementieva E.,3
Peer S.,3
Wickmayer Y.,3
Sharapova M.,3
Schnyder P.,2
Kirilenko M.,2
Pennetta F.,2
Razzano V.,2
Peng S.,2
Kvitova P.,2
Chan Y.J.,2
Bondarenko A.,2
Jankovic J.,2
Hantuchova D.,2
Capra B.,2
Errani S.,2
Dulko G.,2
Dulgheru A.,2
Dominguez Lino L.,2
Minella M.,2
Zheng J.,1
Peers S.,1
Sevastova A.,1
Pironkova T.,1
Radwanska A.,1
Radwanska U.,1
Rezai A.,1
Szavay A.,1
Rodionova An.,1
Amanmuradova A.,1
Paszek T.,1
Parmentier P.,1
Azarenka V.,1
Baltacha E.,1
Bammer S.,1
Bartoli M.,1
Benesova I.,1
Bondarenko K.,1
Camerin M.E.,1
Chang K.C.,1
Goerges J.,1
King V.,1
Kleybanova A.,1
Lisicki S.,1
Lucic M.,1
Arvidsson S.,1
Martinez-Sanchez M.J.,1
Mattek-Sands B.,1
Meusburger Y.,1
Mirza S.,1
Oudin M.,1
Marino R.,1
