Winner,Clay
Williams S.,7
Safarova L.,6
Ivanovic A.,5
Bacsinszky T.,5
Svitolina E.,4
Errani S.,4
Van Uytvanck A.,4
Muguruza G.,4
Cornet A.,3
Mitu A.,3
Makarova E.,3
Sharapova M.,3
Kvitova P.,3
Goerges J.,3
Stephens S.,3
Pennetta F.,3
Lucic M.,2
Mladenovic K.,2
Azarenka V.,2
Keys M.,2
Kerber A.,2
Schiavone F.,2
Lisicki S.,2
Pironkova T.,2
Falconi I.,2
Stosur S.,2
Suarez Navarro C.,2
Beck A.,2
Begu I.,2
Petkovic A.,2
Vekic D.,2
Vesnina E.,2
Watson H.,1
Pliskova Ka.,1
Witthoeft C.,1
Smitkova T.,1
Tomljanovic A.,1
Putintseva Y.,1
Razzano V.,1
Rybarikova M.,1
Soler Espinosa S.,1
Allertova D.,1
Pereira T.,1
Nara K.,1
Bencic B.,1
Diatchenko V.,1
Diyas Z.,1
Doi M.,1
Dominguez Lino L.,1
Dulgheru A.,1
Friedsam A.L.,1
Gavrilova D.,1
Giorgi C.,1
Halep S.,1
Hercog P.,1
Hesse A.,1
Hradecka L.,1
Jovanovski B.,1
Kania P.,1
Karatantcheva S.,1
Konjuh A.,1
Kovinic D.,1
Kuznetsova S.,1
Wozniacki C.,1
