Winner,Clay
Errani S.,5
Vesnina E.,4
Erakovic M.,3
Tatishvili A.,3
Brianti A.,2
Martic P.,2
Wozniak A.,2
Zahlavova Strycova B.,2
Amanmuradova A.,1
Cadantu A.,1
Czink M.,1
Hsieh S.W.,1
Lukacs V.,1
Pervak K.,1
Tsurenko L.,1
Zakopalova K.,1
