Winner,Hard
Azarenka V.,6
Sharapova M.,5
Kerber A.,4
Ivanovic A.,4
Li N.,3
Kirilenko M.,3
Radwanska A.,3
Bartoli M.,3
Zakopalova K.,3
Hampton J.,3
Scheepers C.,2
Safarova L.,2
Petrova N.,2
Pervak K.,2
Mchale C.,2
Vinci R.,2
Wozniacki C.,2
King V.,2
Arvidsson S.,2
Halep S.,2
Dominguez Lino L.,2
Goerges J.,2
Gajdosova J.,2
Zheng J.,1
Bacsinszky T.,1
Zahlavova Strycova B.,1
Baltacha E.,1
Voskoboeva G.,1
Barthel M.,1
Cibulkova D.,1
Tsurenko L.,1
Suarez Navarro C.,1
Stosur S.,1
Stephens S.,1
Soler Espinosa S.,1
Begu I.,1
Schiavone F.,1
Vesnina E.,1
Rybarikova M.,1
Cirstea S.,1
Date Krumm K.,1
Davis L.,1
Pennetta F.,1
Paszek T.,1
Mirza S.,1
Medina Garrigues A.,1
Dulko G.,1
Makarova E.,1
Falconi I.,1
Lepchenko V.,1
Larsson J.,1
Kvitova P.,1
Kuznetsova S.,1
Krajicek M.,1
Zvonareva V.,1
