,player,pts_won,net_pts,net_efficiency
0,Tallon Griekspoor,182,235,77.4468085106383
1,Jannik Sinner,82,106,77.35849056603774
2,Roger Federer,135,179,75.41899441340783
3,Felix Auger Aliassime,76,101,75.24752475247524
4,Hubert Hurkacz,187,269,69.51672862453532
5,Gael Monfils,74,107,69.1588785046729
6,Alex De Minaur,82,122,67.21311475409836
7,Stefanos Tsitsipas,93,139,66.90647482014388
8,Daniil Medvedev,58,90,64.44444444444444
9,Tim Henman,52,90,57.77777777777777
