Winner,Clay
Li N.,7
Schiavone F.,6
Sharapova M.,5
Bartoli M.,5
Azarenka V.,4
Petkovic A.,4
Pavlyuchenkova A.,4
Kuznetsova S.,4
Hantuchova D.,3
Radwanska A.,3
Makarova E.,3
Kvitova P.,3
Kirilenko M.,3
Jankovic J.,3
Zvonareva V.,3
Dulko G.,3
Mattek-Sands B.,2
Kanepi K.,2
Peng S.,2
Chan Y.J.,2
Gajdosova J.,2
Marino R.,2
Llagostera Vives N.,2
Rodionova An.,2
Rus A.,2
King V.,2
Cirstea S.,2
Stosur S.,2
Vinci R.,2
Wickmayer Y.,2
Wozniacki C.,2
Goerges J.,2
Soler Espinosa S.,1
Parmentier P.,1
Begu I.,1
Scheepers C.,1
Safarova L.,1
Watson H.,1
Bremond I.,1
Pironkova T.,1
Wozniak A.,1
Zheng J.,1
Barthel M.,1
Errani S.,1
Morita A.,1
Mirza S.,1
Gallovits E.,1
Garcia C.,1
Govortsova O.,1
Halep S.,1
Dushevina V.,1
Hercog P.,1
Hradecka L.,1
Dulgheru A.,1
Dolonts V.,1
Craybas J.,1
Larsson J.,1
Baltacha E.,1
Cornet A.,1
Lisicki S.,1
Clijsters K.,1
Martinez-Sanchez M.J.,1
Medina Garrigues A.,1
Lepchenko V.,1
