Winner,Hard
Azarenka V.,6
Sharapova M.,5
Petkovic A.,4
Zvonareva V.,4
Peng S.,3
Clijsters K.,3
Radwanska A.,3
Dulgheru A.,3
Medina Garrigues A.,3
Jankovic J.,3
Bartoli M.,2
Pavlyuchenkova A.,2
Razzano V.,2
Schiavone F.,2
Makarova E.,2
Lisicki S.,2
Larsson J.,2
Benesova I.,2
Stosur S.,2
Ivanovic A.,2
Dominguez Lino L.,2
Vesnina E.,2
Wozniacki C.,2
Zahlavova Strycova B.,1
Zheng J.,1
Zakopalova K.,1
Safarova L.,1
Safina D.,1
Szavay A.,1
Scheepers C.,1
Tatishvili A.,1
Schnyder P.,1
Baltacha E.,1
Shvedova Y.,1
Yakimova A.,1
Mirza S.,1
Oudin M.,1
Kirilenko M.,1
Date-Krumm K.,1
Groth J.,1
Halep S.,1
Hampton J.,1
Hantuchova D.,1
Hradecka L.,1
Kerber A.,1
Kuznetsova S.,1
Niculescu M.,1
Kvitova P.,1
Lepchenko V.,1
Martic P.,1
Martinez-Sanchez M.J.,1
Bacsinszky T.,1
Cibulkova D.,1
Morita A.,1
Mattek-Sands B.,1
