Winner,Hard
Wozniacki C.,6
Bartoli M.,5
Sharapova M.,4
Wickmayer Y.,4
Peng S.,4
Ivanovic A.,3
Azarenka V.,3
Safina D.,3
Peer S.,3
Clijsters K.,2
Jankovic J.,2
Petrova N.,2
Radwanska A.,2
Mchale C.,2
Radwanska U.,2
Zahlavova Strycova B.,2
Cornet A.,2
Schiavone F.,2
Kleybanova A.,2
Hradecka L.,2
Cibulkova D.,2
Errani S.,2
Sevastova A.,1
Vandeweghe C.,1
Safarova L.,1
Rezai A.,1
Stephens S.,1
Stosur S.,1
Zhang S.,1
Pous-Tio L.,1
Szavay A.,1
Petkovic A.,1
Pennetta F.,1
Arvidsson S.,1
Mirza S.,1
Pavlyuchenkova A.,1
Halep S.,1
Bacsinszky T.,1
Baltacha E.,1
Bammer S.,1
Benesova I.,1
Chakvetadze A.,1
Date-Krumm K.,1
Dulko G.,1
Goerges J.,1
Kanepi K.,1
Oudin M.,1
Kirilenko M.,1
Kudryavtseva A.,1
Makarova E.,1
Martinez-Sanchez M.J.,1
Mattek-Sands B.,1
Medina Garrigues A.,1
Niculescu M.,1
Ondraskova Z.,1
Zvonareva V.,1
