Winner,Clay
Swiatek I.,21
Collins D.,16
Sabalenka A.,15
Keys M.,13
Rybakina E.,12
Gauff C.,12
Zheng Q.,11
Andreeva M.,11
Paolini J.,10
Vondrousova M.,10
Linette M.,10
Begu I.,9
Sorribes Tormo S.,9
Stephens S.,9
Sherif M.,9
Kasatkina D.,8
Cristian J.,8
Kalinina A.,8
Avanesyan E.,8
Jabeur O.,8
Cocciaretto E.,7
Stearns P.,7
Svitolina E.,7
Shnaider D.,7
Osorio M.,7
Putintseva Y.,7
Azarenka V.,7
Sakkari M.,7
Sasnovich A.,6
Samsonova L.,6
Errani S.,6
Ostapenko J.,6
Gracheva V.,6
Rakhimova K.,6
Potapova A.,6
Mertens E.,6
Garcia C.,6
Navarro E.,6
Haddad Maia B.,6
Bouzkova M.,6
Badosa P.,6
Osaka N.,5
Wang Xin.,5
Schmiedlova A.,5
Rus A.,5
Siegemund L.,5
Kostyuk M.,5
Sramkova R.,5
Tomova V.,5
Kenin S.,4
Yastremska D.,4
Sharma A.,4
Bronzetti L.,4
Bucsa C.,4
Carle M.,4
Muchova K.,4
Tauson C.,4
Fernandez L.A.,4
Paquet C.,4
Parry D.,4
Maria T.,4
Wang Xiy.,4
Danilovic O.,4
Pegula J.,3
Krueger A.,3
Pavlyuchenkova A.,3
Pera B.,3
Rogers S.,3
Noskova L.,3
Bejlek S.,3
Kerber A.,3
Kudermetova V.,3
Lys E.,3
Dolehide C.,3
Siniakova K.,3
Cirstea S.,3
Bogdan A.,3
Volynets K.,3
Vekic D.,3
Burel C.,3
Baptiste H.,2
Yuan Y.,2
Podoroska N.,2
Martic P.,2
Kalinskaya A.,2
Raducanu E.,2
Trevisan M.,2
Andreescu B.,2
Frech M.,2
Anisimova A.,2
Townsend T.,2
Blinkova A.,2
Montgomery R.,2
Bara I.,2
Li A.,2
Wang Y.,2
Saville D.,2
Ruse E.G.,2
Seidel E.,2
Lamens S.,2
Vickery S.,1
Pliskova Ka.,1
Rosatello C.,1
Pigossi L.,1
Tsurenko L.,1
Riera J.,1
Stevanovic N.,1
Teichmann J.,1
Timofeeva M.,1
Zarazua R.,1
Todoni A.,1
Tomljanovic A.,1
Wozniacki C.,1
Stefanini L.,1
Uchijima M.,1
Alexandrova E.,1
Zidansek T.,1
Bondar A.,1
Korpatsch T.,1
Fett J.,1
Ferro F.,1
Jones F.,1
Eala A.,1
Bai Z.,1
Makarova E.,1
Bouzas Maneiro J.,1
Arango E.,1
Masarova R.,1
Jimenez Kasintseva V.,1
Noha Akugue N.,1
Monnet C.,1
Andreeva E.,1
Niemeier J.,1
Golubic V.,1
Fruhvirtova B.,1
Dodin O.,0
Gao X.,0
Fruhvirtova L.,0
Gadecki O.,0
Tararudee L.,0
Galfi D.,0
Sun L.,0
Stojanovic N.,0
Giorgi C.,0
Glushko L.,0
Dart H.,0
Von Deichmann K.,0
Cornet A.,0
Chwalinska M.,0
Zhu L.,0
Zheng S.,0
Zhao C.,0
Zhang S.,0
Zakharova A.,0
Bassols M.,0
Yao X.,0
Bektas E.,0
Wei S.,0
Watson H.,0
Birrell K.,0
Boskovic L.,0
Waltert S.,0
Boulter K.,0
Starodubtseva Y.,0
Bulgaru M.,0
Burrage J.,0
Hartono A.,0
Okamura K.,0
Stakusic M.,0
Ma Y.,0
Ruzic A.,0
Korneeva A.,0
Krejcikova B.,0
Krunic A.,0
Rodionova Ar.,0
Kudermetova P.,0
Lepchenko V.,0
Liu C.,0
Pridankina E.,0
Hibino N.,0
Preston T.,0
Ponchet J.,0
Marino R.,0
Minnen G.,0
Miyazaki Y.,0
Naef C.,0
Parrizas Diaz N.,0
Parks A.,0
Kessler M.,0
Kartal S.,0
Saito S.,0
Juvan K.,0
Hon P.,0
Snigur D.,0
Hontama M.,0
Hunter S.,0
Ishii S.,0
Shibahara E.,0
Shi H.,0
Ito A.,0
Jacquemot E.,0
Sevastova A.,0
Semenistaja D.,0
Selekhmeteva O.,0
Janicijevic S.,0
Sawangkaew M.,0
Joint M.,0
Jovic I.,0
Salkova D.,0
Sonmez Z.,0
