,player,passed_at_net,net_pts,passing_shot
0,Andy Roddick,45,207,21.73913043478261
1,Guillermo Coria,30,158,18.9873417721519
2,Ivan Ljubicic,27,158,17.088607594936708
3,Rafael Nadal,43,261,16.47509578544061
4,Robby Ginepri,11,78,14.102564102564102
5,Andre Agassi,18,132,13.636363636363635
6,Lleyton Hewitt,49,381,12.860892388451445
7,Roger Federer,91,778,11.696658097686376
8,Fernando Gonzalez,8,80,10.0
9,Marat Safin,13,136,9.558823529411764
