Winner,Clay
Nadal R.,7
Djokovic N.,6
Tsitsipas S.,5
Schwartzman D.,5
Carreno Busta P.,4
Rublev A.,4
Thiem D.,4
Sinner J.,4
Zverev A.,3
Sonego L.,3
Dimitrov G.,3
Khachanov K.,3
Gaston H.,3
Korda S.,3
Altmaier D.,3
Fucsovics M.,3
Gombos N.,2
Ruud C.,2
Martinez P.,2
Monteiro T.,2
Garin C.,2
Berrettini M.,2
Bautista Agut R.,2
Fritz T.,2
Anderson K.,2
Coria F.,2
Wawrinka S.,2
Cecchinato M.,2
Carballes Baena R.,2
Travaglia S.,2
Galan D.,2
Bedene A.,2
Pella G.,1
Polmans M.,1
Ramos-Vinolas A.,1
Paire B.,1
Rodionov J.,1
Vesely J.,1
Sandgren T.,1
Shapovalov D.,1
Struff J.L.,1
Sock J.,1
Paul T.,1
Albot R.,1
Nishioka Y.,1
Nishikori K.,1
Balazs A.,1
Berankis R.,1
Bonzi B.,1
Bublik A.,1
Cuevas P.,1
Davidovich Fokina A.,1
Giron M.,1
Giustino L.,1
Harris L.,1
Herbert P.H.,1
Isner J.,1
Koepfer D.,1
Lajovic D.,1
Londero J.I.,1
Martin A.,1
Mcdonald M.,1
Milojevic N.,1
Kukushkin M.,1
