Winner,Clay
Halep S.,13
Mertens E.,11
Svitolina E.,10
Sabalenka A.,9
Bouchard E.,8
Ferro F.,8
Rybakina E.,7
Azarenka V.,7
Swiatek I.,7
Tig P.M.,7
Siegemund L.,6
Martic P.,6
Kenin S.,6
Badosa P.,6
Muguruza G.,6
Fernandez L.A.,6
Kontaveit A.,6
Sasnovich A.,5
Sakkari M.,5
Kvitova P.,5
Podoroska N.,5
Pliskova Kr.,5
Siniakova K.,5
Hercog P.,5
Hibino N.,5
Ostapenko J.,5
Jabeur O.,5
Pliskova Ka.,5
Krejcikova B.,5
Sorribes Tormo S.,5
Begu I.,5
Zhang S.,5
Watson H.,5
Giorgi C.,4
Kovinic D.,4
Kasatkina D.,4
Zarazua R.,4
Paolini J.,4
Yastremska D.,4
Vondrousova M.,4
Alexandrova E.,4
Garcia C.,4
Putintseva Y.,4
Collins D.,4
Errani S.,4
Trevisan M.,4
Juvan K.,3
Gauff C.,3
Zidansek T.,3
Anisimova A.,3
Martincova T.,3
Mchale C.,3
Kudermetova V.,3
Bertens K.,3
Wang Xiy.,3
Blinkova A.,3
Bogdan A.,3
Burel C.,3
Schmiedlova A.,3
Pavlyuchenkova A.,3
Brady J.,3
Teichmann J.,2
Rus A.,2
Pironkova T.,2
Van Uytvanck A.,2
Zhu L.,2
Strycova B.,2
Kuznetsova S.,2
Potapova A.,2
Linette M.,2
Frech M.,2
Bara I.,2
Cornet A.,2
Cocciaretto E.,2
Kung L.,1
Peterson R.,1
Bouzkova M.,1
Tsurenko L.,1
Goerges J.,1
Gavrilova D.,1
Gasparyan M.,1
Rakhimova K.,1
Samsonova L.,1
Dolehide C.,1
Volynets K.,1
Tauson C.,1
Doi M.,1
Dodin O.,1
Sharma A.,1
Diyas Z.,1
Pera B.,1
Vekic D.,1
Boulter K.,1
Muchova K.,1
Konta J.,1
Maria T.,1
Bolsova A.,1
Kanepi K.,1
Williams S.,1
Stephens S.,1
Bondarenko K.,1
Hsieh S.W.,1
Bonaventure Y.,0
You X.,0
Cristian J.,0
Suarez Navarro C.,0
Barty A.,0
Zheng S.,0
Bellis C.,0
Bencic B.,0
Wang Q.,0
Stosur S.,0
Wang Yaf.,0
Wozniacki C.,0
Cirstea S.,0
Cabrera L.,0
Vickery S.,0
Tomljanovic A.,0
Tomova V.,0
Townsend T.,0
Brengle M.,0
Williams V.,0
Sanders S.,0
Dart H.,0
Davis L.,0
Kozlova K.,0
Kostyuk M.,0
Lapko V.,0
Li A.,0
Liang E.S.,0
Keys M.,0
Kerber A.,0
Kawa K.,0
Mcnally C.,0
Minnen G.,0
Mladenovic K.,0
Kalinskaya A.,0
Osaka N.,0
Hon P.,0
Haas B.,0
Pegula J.,0
Peng S.,0
Gracheva V.,0
Plipuech P.,0
Govortsova O.,0
Friedsam A.L.,0
Riske A.,0
Rodionova Ar.,0
Rogers S.,0
Flipkens K.,0
Fernandez L.,0
Kuzmova V.,0
Scott K.,0
Sevastova A.,0
Zvonareva V.,0
