,player,pts_won,net_pts,net_efficiency
0,Felix Auger Aliassime,34,41,82.92682926829268
1,Carlos Alcaraz,37,50,74.0
2,Roger Federer,341,476,71.63865546218487
3,Rafael Nadal,51,72,70.83333333333334
4,Ugo Humbert,38,55,69.0909090909091
5,Hubert Hurkacz,62,95,65.26315789473685
6,Thomas Enqvist,30,47,63.829787234042556
7,Grigor Dimitrov,22,37,59.45945945945946
8,Juan Martin Del Potro,37,63,58.730158730158735
9,Stefan Edberg,31,71,43.66197183098591
