Winner,Grass
Flipkens K.,10
Bartoli M.,8
Lisicki S.,8
Suarez Navarro C.,6
Hantuchova D.,6
Riske A.,6
Halep S.,6
Vesnina E.,6
Pironkova T.,6
Li N.,6
Radwanska A.,5
Keys M.,5
Vekic D.,5
Hampton J.,5
Rybarikova M.,5
Kvitova P.,5
Makarova E.,4
Wickmayer Y.,4
Vinci R.,4
Cibulkova D.,4
Stephens S.,4
Erakovic M.,4
Muguruza G.,4
Robson L.,4
Wozniacki C.,4
Kanepi K.,4
Lucic M.,3
Knapp K.,3
Tsurenko L.,3
Radwanska U.,3
Schiavone F.,3
Pennetta F.,3
Williams S.,3
Dolonc V.,3
Cirstea S.,3
Jovanovski B.,3
Stosur S.,3
Safarova L.,3
Puig M.,3
Kudryavtseva A.,2
Kirilenko M.,2
Martic P.,2
Giorgi C.,2
Sanchez M.,2
Kerber A.,2
Johansson M.,2
Hsieh S.W.,2
Larcherde Brito M.,2
Date Krumm K.,2
Cetkovska P.,2
Mladenovic K.,2
Bouchard E.,2
Birnerova E.,2
Cornet A.,2
Barthel M.,2
Zakopalova K.,2
Watson H.,2
Peng S.,1
Ivanovic A.,1
Jankovic J.,1
Zahlavova Strycova B.,1
Kichenok N.,1
Begu I.,1
Beck A.,1
Baltacha E.,1
Konta J.,1
Azarenka V.,1
Krajicek M.,1
Puchkova O.,1
Arvidsson S.,1
Pliskova Kr.,1
Pliskova Ka.,1
Duque Marino M.,1
Cadantu A.,1
Cepelova J.,1
Soler Espinosa S.,1
Garcia C.,1
Shvedova Y.,1
Hlavackova A.,1
Sharapova M.,1
Davis L.,1
Van Uytvanck A.,1
Mchale C.,1
Petkovic A.,1
Voegele S.,1
Medina Garrigues A.,1
Torro Flor M.T.,1
Tomljanovic A.,1
Pegula J.,0
Piter K.,0
Peer S.,0
Oudin M.,0
Ozaki R.,0
Pfizenmaier D.,0
Pereira T.,0
Panova A.,0
Pervak K.,0
Parmentier P.,0
Pavlyuchenkova A.,0
Parra Santonja A.,0
Petrova N.,0
Paszek T.,0
Amanmuradova A.,0
Scheepers C.,0
Putintseva Y.,0
Vandeweghe C.,0
Zheng S.,0
Zheng J.,0
Zhang S.,0
Zanevska M.,0
Wozniak A.,0
Wongteanchai V.,0
Williams V.,0
Wang Q.,0
Voskoboeva G.,0
Voracova R.,0
Vickery S.,0
Townsend T.,0
Razzano V.,0
Tatishvili A.,0
Svitolina E.,0
Solovyeva V.,0
Smitkova T.,0
Sevastova A.,0
Schmiedlova A.,0
Oprandi R.,0
Savinykh V.,0
Rus A.,0
Rogers S.,0
Rodionova An.,0
Ormaechea P.,0
Lepchenko V.,0
Niculescu M.,0
Dushevina V.,0
Dellacqua C.,0
Dentoni C.,0
Diyas Z.,0
Doi M.,0
Dominguez Lino L.,0
Duan Y.Y.,0
Dulgheru A.,0
Duval V.,0
Czink M.,0
Errani S.,0
Feuerstein C.,0
Fichman S.,0
Foretz S.,0
Gajdosova J.,0
Gamiz A.,0
Garcia Vidagany B.,0
Daniilidou E.,0
Craybas J.,0
Nara K.,0
Bukta A.,0
Arruabarrena L.,0
Arruabarrena-Vecino L.,0
Babos T.,0
Barty A.,0
Bencic B.,0
Bertens K.,0
Bratchikova N.,0
Burdette M.,0
Coin J.,0
Burnett N.,0
Bychkova E.,0
Cabeza-Candela E.,0
Camerin M.E.,0
Chan Y.J.,0
Chang K.C.,0
Cohen J.,0
Gavrilova D.,0
Gibbs N.,0
Glushko J.,0
Martinez-Sanchez M.J.,0
Lee Y.R.,0
Arefyeva T.,0
Linette M.,0
Luangnam N.,0
Majeric T.,0
Malek T.,0
Martincova T.,0
Mattek-Sands B.,0
Goerges J.,0
Mayr P.,0
Meusburger Y.,0
Min G.,0
Minella M.,0
Morita A.,0
Moser L.M.,0
Mrdeza T.,0
Larsson J.,0
Kuznetsova S.,0
Kumkhum L.,0
Kucova Z.,0
Golubic V.,0
Govortsova O.,0
Haddad Maia B.,0
Hercog P.,0
Hogenkamp R.,0
Hradecka L.,0
Jabeur O.,0
Jaksic J.,0
Jang S.J.,0
Karatantcheva S.,0
King V.,0
Kleybanova A.,0
Koehler M.J.,0
Kovinic D.,0
Kozlova K.,0
Zhou Y.M.,0
