Winner,Hard
Rublev A.,37
Auger-Aliassime F.,36
Tsitsipas S.,32
Norrie C.,31
Medvedev D.,31
Fritz T.,28
Paul T.,27
Alcaraz C.,26
Rune H.,26
Nadal R.,25
Shapovalov D.,25
Hurkacz H.,24
Korda S.,24
Kyrgios N.,24
Khachanov K.,23
Tiafoe F.,23
Kecmanovic M.,22
Sinner J.,22
Evans D.,22
De Minaur A.,22
Ruusuvuori E.,21
Mannarino A.,21
Nakashima B.,21
Carreno Busta P.,20
Djokovic N.,20
Mcdonald M.,20
Ruud C.,20
Cilic M.,20
Brooksby J.,20
Bautista Agut R.,19
Bublik A.,19
Rinderknech A.,19
Nishioka Y.,19
Ymer M.,18
Van De Zandschulp B.,18
Musetti L.,17
Cressy M.,16
Murray A.,16
Dimitrov G.,15
Kwon S.W.,14
Berrettini M.,14
Wolf J.J.,14
Opelka R.,14
Giron M.,13
Coric B.,13
Monfils G.,13
Ivashka I.,13
Gasquet R.,13
Kokkinakis T.,12
Moutet C.,12
Sonego L.,11
Draper J.,11
Isner J.,11
Johnson S.,11
Thiem D.,11
Karatsev A.,11
Bonzi B.,11
Zverev A.,10
Daniel T.,10
Djere L.,9
Munar J.,9
Majchrzak K.,9
Huesler M.A.,9
Thompson J.,8
Albot R.,8
Fognini F.,8
Cerundolo F.,8
Millman J.,7
Schwartzman D.,7
Lestienne C.,7
Goffin D.,7
Davidovich Fokina A.,7
Monteiro T.,7
Molcan A.,7
Fucsovics M.,7
Galan D.E.,7
Martinez P.,7
Otte O.,6
Krajinovic F.,6
Safiullin R.,6
Vukic A.,6
Sousa J.,6
Berankis R.,6
Basilashvili N.,6
Ymer E.,5
Griekspoor T.,5
Kudla D.,5
Popyrin A.,5
O Connell C.,5
Ramos-Vinolas A.,5
Duckworth J.,5
Wawrinka S.,5
Vesely J.,5
Sock J.,4
Pospisil V.,4
Simon G.,4
Andujar P.,4
Garin C.,4
Lehecka J.,4
Cachin P.,4
Kozlov S.,4
Carballes Baena R.,4
Harris L.,4
Lajovic D.,3
Machac T.,3
Paire B.,3
Kubler J.,3
Bagnis F.,3
Gaston H.,3
Cerundolo J.M.,3
Gojowczyk P.,3
Broady L.,3
Borges N.,3
Travaglia S.,3
Tabilo A.,3
Eubanks C.,3
Baez S.,3
Humbert U.,3
Zapata Miralles B.,3
Koepfer D.,3
Shelton B.,3
Kovacevic A.,3
Zhang Zh.,3
Edmund K.,2
Pouille L.,2
Altmaier D.,2
Coria F.,2
Dzumhur D.,2
Wu Y.,2
Tsonga J.W.,2
Etcheverry T.,2
Laaksonen H.,2
Krueger M.,2
Seppi A.,2
Mager G.,2
Stricker D.,2
Struff J.L.,2
Guinard M.,2
Tseng C. H.,2
Herbert P.H.,2
Gerasimov E.,2
Querrey S.,1
Tseng C.H.,1
Verdasco F.,1
Rodionov J.,1
Stebe C.M.,1
Van Rijthoven T.,1
Uchida K.,1
Purcell M.,1
Kukushkin M.,1
Passaro F.,1
Kotov P.,1
Kohlschreiber P.,1
Jarry N.,1
Istomin D.,1
Holt B.,1
Hernandez A.,1
Hanfmann Y.,1
Halys Q.,1
Grenier H.,1
Gombos N.,1
Gojo B.,1
Celikbilek A.,1
Brouwer G.,1
Bhambri Y.,1
Bellier A.,1
Barrere G.,1
Anderson K.,1
Alvarez Varona N.,1
Kopriva V.,1
Hijikata R.,1
Martin A.,1
Lazarov A.,1
Leshem E.,1
Moriya H.,1
Noguchi R.,1
Nardi L.,1
Nava E.,1
Nikles J.,0
Varillas J. P.,0
Varillas J.P.,0
Cecchinato M.,0
Watanuki Y.,0
Kovalik J.,0
Pucinelli de Almeida M.,0
Delbonis F.,0
Bedene A.,0
Basic M.,0
Novak D.,0
Zeppieri G.,0
Ofner S.,0
Cuevas P.,0
Dellien H.,0
Ugo Carabelli C.,0
Seyboth Wild T.,0
Ficovich J.P.,0
Ritschard A.,0
Gray A.,0
Mmoh M.,0
Misolic F.,0
Milojevic N.,0
Harrison C.,0
Taberner C.,0
Peniston R.,0
Marterer M.,0
Londero J.I.,0
Jaziri M.,0
Kolar Z.,0
Agamenone F.,0
