,player,pts_won,net_pts,net_efficiency
0,Andre Agassi,206,295,69.83050847457626
1,Thomas Muster,113,162,69.75308641975309
2,Goran Ivanisevic,120,175,68.57142857142857
3,Pete Sampras,994,1469,67.6650782845473
4,Stefan Edberg,887,1401,63.311920057102064
5,Patrick Rafter,93,147,63.26530612244898
6,Michael Chang,84,134,62.68656716417911
7,Michael Stich,110,177,62.14689265536724
8,Boris Becker,629,1015,61.97044334975369
9,Richard Krajicek,87,150,57.99999999999999
