Winner,Grass
Djokovic N.,7
Kyrgios N.,6
Norrie C.,5
Nadal R.,5
Fritz T.,4
Sinner J.,4
Goffin D.,4
Garin C.,4
Alcaraz C.,3
Van Rijthoven T.,3
Van De Zandschulp B.,3
Tiafoe F.,3
Paul T.,3
Nakashima B.,3
Kubler J.,3
De Minaur A.,3
Galan D.E.,2
Humbert U.,2
Bublik A.,2
Otte O.,2
Broady L.,2
Molcan A.,2
Sock J.,2
Sonego L.,2
Johnson S.,2
Isner J.,2
Kecmanovic M.,2
Brooksby J.,2
Gasquet R.,2
Tsitsipas S.,2
Vesely J.,2
Basilashvili N.,2
Ruud C.,1
Opelka R.,1
Bautista Agut R.,1
Peniston R.,1
Tabilo A.,1
Thompson J.,1
Schwartzman D.,1
Shapovalov D.,1
Bonzi B.,1
Berankis R.,1
Novak D.,1
Ruusuvuori E.,1
Munar J.,1
Cressy M.,1
Kokkinakis T.,1
Gaston H.,1
Giron M.,1
Gray A.,1
Grenier H.,1
Griekspoor T.,1
Halys Q.,1
Harrison C.,1
Krajinovic F.,1
Murray A.,1
Baez S.,1
Davidovich Fokina A.,1
Lajovic D.,1
Mannarino A.,1
Marterer M.,1
Mcdonald M.,1
Draper J.,1
Ymer M.,1
